# segment file written by condition_segs: version 05/07/22
# some SrTiO3 data from http://mimp.materials.cmu.edu/~gr20/Grain_Boundary_Data_Archive/SrTiO3_1/SrT
# comment: Some SrTiO3 data from the Grain_Boundary_Data_Archive                                               
#   phi1     PHI      phi2     phi1     PHI      phi2        x1         y1         x2         y2 
    1.323    0.597    5.498    5.057    0.683    1.728      1.950      6.150      2.550      7.710
    5.057    0.683    1.728    3.102    0.263    3.329      1.950      6.150      2.400      5.370
    1.927    0.767    4.158    0.021    0.509    5.484      1.950     23.300      2.850     25.030
    0.021    0.509    5.484    2.855    0.461    3.558      1.950     23.300      2.100     21.650
    0.786    0.317    6.146    0.086    0.436    0.381      2.100      0.350      2.550      0.090
    0.086    0.436    0.381    0.525    0.494    5.873      2.100      0.350      2.400      1.730
    4.955    0.610    1.009    2.317    1.005    3.987      2.100     15.930      2.550     16.020
    3.029    0.532    3.591    0.021    0.509    5.484      2.100     21.650      3.450     20.700
    1.397    0.601    5.531    5.725    0.625    0.027      2.250     25.890      2.400     26.850
    5.725    0.625    0.027    1.927    0.767    4.158      2.250     25.890      2.850     25.030
    5.057    0.683    1.728    1.724    0.683    5.244      2.400      5.370      3.450      5.800
    3.782    0.575    2.990    4.867    0.583    1.986      2.400      9.010      2.400     10.570
    4.867    0.583    1.986    1.323    0.597    5.498      2.400      9.010      2.850      8.920
    3.782    0.575    2.990    1.291    0.755    4.733      2.400     10.570      2.400     11.260
    1.291    0.755    4.733    4.867    0.583    1.986      2.400     10.570      3.750     10.310
    1.291    0.755    4.733    0.669    0.544    5.189      2.400     11.260      2.850     12.040
    0.669    0.544    5.189    4.326    0.704    2.581      2.400     13.340      2.850     12.040
    4.326    0.704    2.581    4.955    0.610    1.009      2.400     13.340      3.750     13.940
    2.317    1.005    3.987    0.886    0.910    5.845      2.400     19.050      2.550     16.020
    4.896    0.404    0.941    0.886    0.910    5.845      2.400     19.050      2.700     19.050
    4.896    0.404    0.941    4.449    0.408    2.534      2.400     19.570      2.700     19.050
    4.449    0.408    2.534    3.029    0.532    3.591      2.400     19.570      3.600     19.920
    4.449    0.408    2.534    3.029    0.532    3.591      3.600     19.920      3.450     20.700
    5.725    0.625    0.027    1.971    0.514    3.552      2.400     26.850      2.700     26.850
    1.323    0.597    5.498    4.971    0.432    1.958      2.550      7.710      2.850      8.920
    4.971    0.432    1.958    5.057    0.683    1.728      2.550      7.710      3.600      7.100
    0.886    0.910    5.845    4.955    0.610    1.009      2.550     16.020      3.750     15.680
    1.724    0.683    5.244    0.086    0.436    0.381      2.700      1.730      3.150      1.650
    0.886    0.910    5.845    4.449    0.408    2.534      2.700     19.050      3.450     17.580
    0.886    0.910    5.845    4.449    0.408    2.534      3.450     17.580      5.100     17.320
    5.725    0.625    0.027    2.646    0.478    4.303      2.700     26.850      4.050     26.410
    2.646    0.478    4.303    1.971    0.514    3.552      2.700     26.850      3.600     27.710
    3.836    0.425    2.873    1.971    0.514    3.552      2.700     30.310      3.600     27.890
    3.836    0.425    2.873    4.725    0.756    1.392      2.700     30.480      3.600     30.480
    3.976    0.897    2.347    2.952    0.735    4.063      2.700     40.700      3.300     41.220
    4.971    0.432    1.958    4.867    0.583    1.986      2.850      8.920      4.050      8.400
    1.291    0.755    4.733    4.326    0.704    2.581      2.850     12.040      3.600     11.600
    0.021    0.509    5.484    5.725    0.625    0.027      2.850     25.030      3.750     25.370
    1.058    0.545    5.963    5.160    0.916    0.702      2.850     39.580      3.450     38.540
    1.058    0.545    5.963    5.160    0.916    0.702      3.450     38.540      4.800     38.800
    3.340    0.769    3.692    2.952    0.735    4.063      2.850     40.620      3.450     41.140
    0.086    0.436    0.381    4.625    0.777    2.237      3.150      1.650      3.750      0.090
    4.625    0.777    2.237    1.724    0.683    5.244      3.150      1.650      4.350      2.510
    3.340    0.769    3.692    5.160    0.916    0.702      3.300     40.180      4.200     39.320
    1.724    0.683    5.244    0.885    0.832    4.981      3.450      5.800      5.100      5.020
    0.885    0.832    4.981    5.057    0.683    1.728      3.450      5.800      3.600      7.100
    0.021    0.509    5.484    4.449    0.408    2.534      3.450     20.700      4.350     20.870
    0.885    0.832    4.981    4.971    0.432    1.958      3.600      7.100      3.750      7.190
    4.326    0.704    2.581    4.611    0.367    2.256      3.600     11.600      4.350     12.380
    4.611    0.367    2.256    1.291    0.755    4.733      3.600     11.600      4.200     10.570
    1.971    0.514    3.552    4.366    0.767    2.535      3.600     27.710      3.600     27.890
    4.366    0.767    2.535    2.646    0.478    4.303      3.600     27.710      4.350     27.110
    4.366    0.767    2.535    3.836    0.425    2.873      3.600     27.890      5.100     28.750
    3.836    0.425    2.873    2.850    0.792    3.397      3.600     30.480      5.100     28.750
    2.850    0.792    3.397    4.725    0.756    1.392      3.600     30.480      4.200     31.350
    3.976    0.897    2.347    1.965    1.125    4.520      3.600     41.740      3.600     41.920
    4.971    0.432    1.958    2.114    0.400    3.831      3.750      7.190      4.350      7.710
    2.114    0.400    3.831    0.885    0.832    4.981      3.750      7.190      5.100      6.410
    4.955    0.610    1.009    5.599    0.580    1.452      3.750     13.940      3.750     15.680
    5.599    0.580    1.452    4.326    0.704    2.581      3.750     13.940      4.050     13.940
    5.599    0.580    1.452    0.886    0.910    5.845      3.750     15.680      5.250     16.020
    5.725    0.625    0.027    5.997    0.560    0.362      3.750     25.370      4.050     26.410
    5.997    0.560    0.362    0.021    0.509    5.484      3.750     25.370      6.150     22.950
    1.965    1.125    4.520    3.340    0.769    3.692      3.750     41.480      4.050     41.480
    5.984    0.737    0.999    6.266    0.464    5.796      3.750     42.520      4.200     42.440
    5.984    0.737    0.999    4.749    0.680    2.001      3.750     42.700      4.200     42.780
    4.971    0.432    1.958    1.700    0.527    4.911      4.050      8.400      4.350      7.710
    1.700    0.527    4.911    4.867    0.583    1.986      4.050      8.400      5.100      9.180
    5.599    0.580    1.452    4.969    0.600    1.124      4.050     13.940      5.100     14.720
    4.969    0.600    1.124    4.326    0.704    2.581      4.050     13.940      4.800     13.340
    2.646    0.478    4.303    5.997    0.560    0.362      4.050     26.410      4.350     27.110
    4.725    0.756    1.392    2.615    0.400    3.355      4.200     31.350      4.350     32.300
    2.615    0.400    3.355    2.850    0.792    3.397      4.200     31.350      4.950     31.090
    4.725    0.756    1.392    2.962    0.759    2.976      4.200     33.600      4.350     32.300
    2.962    0.759    2.976    1.058    0.545    5.963      4.200     33.600      5.700     34.990
    3.340    0.769    3.692    3.516    1.111    3.150      4.200     41.400      5.100     39.660
    1.965    1.125    4.520    1.545    0.762    5.425      4.200     41.740      4.200     41.920
    6.266    0.464    5.796    0.505    0.361    5.032      4.200     42.260      4.200     42.440
    0.505    0.361    5.032    5.984    0.737    0.999      4.200     42.440      4.350     42.520
    1.724    0.683    5.244    3.226    0.180    3.389      4.350      2.510      5.100      5.020
    3.226    0.180    3.389    4.625    0.777    2.237      4.350      2.510      5.700      0.870
    1.700    0.527    4.911    2.114    0.400    3.831      4.350      7.710      4.650      7.710
    4.326    0.704    2.581    4.936    0.492    2.098      4.350     12.380      4.800     13.340
    4.936    0.492    2.098    4.611    0.367    2.256      4.350     12.380      5.250     11.860
    4.449    0.408    2.534    3.660    0.837    2.031      4.350     20.870      5.400     18.530
    3.660    0.837    2.031    0.021    0.509    5.484      4.350     20.870      6.150     22.950
    5.997    0.560    0.362    4.366    0.767    2.535      4.350     27.110      5.550     29.010
    2.615    0.400    3.355    2.962    0.759    2.976      4.350     32.300      4.950     31.090
    1.545    0.762    5.425    3.516    1.111    3.150      4.350     41.480      4.800     41.920
    1.700    0.527    4.911    5.326    0.782    0.676      4.650      7.710      5.400      8.490
    5.326    0.782    0.676    2.114    0.400    3.831      4.650      7.710      5.100      6.410
    3.340    0.769    3.692    3.384    0.408    3.356      4.650     39.400      5.100     39.660
    4.936    0.492    2.098    4.969    0.600    1.124      4.800     13.340      5.400     13.680
    4.867    0.583    1.986    0.351    0.734    5.487      4.950      9.960      5.100      9.180
    4.611    0.367    2.256    0.351    0.734    5.487      4.950     10.480      5.100     10.570
    2.962    0.759    2.976    2.850    0.792    3.397      4.950     31.090      6.150     30.220
    3.226    0.180    3.389    0.885    0.832    4.981      5.100      5.020      5.400      6.060
    5.326    0.782    0.676    0.885    0.832    4.981      5.100      6.410      5.400      6.060
    1.700    0.527    4.911    0.351    0.734    5.487      5.100      9.180      5.400      9.010
    4.611    0.367    2.256    0.301    0.501    5.245      5.100     10.570      5.250     11.860
    0.301    0.501    5.245    0.351    0.734    5.487      5.100     10.570      5.700     10.220
    5.599    0.580    1.452    5.010    0.703    1.169      5.100     14.720      5.700     15.240
    5.010    0.703    1.169    4.969    0.600    1.124      5.100     14.720      5.400     13.680
    4.449    0.408    2.534    1.598    0.056    4.639      5.100     17.320      5.400     18.530
    1.598    0.056    4.639    0.886    0.910    5.845      5.100     17.320      5.700     16.800
    2.850    0.792    3.397    4.366    0.767    2.535      5.100     28.750      5.550     29.010
    3.516    1.111    3.150    3.384    0.408    3.356      5.100     39.660      5.250     39.580
    4.936    0.492    2.098    0.301    0.501    5.245      5.250     11.860      7.350     12.380
    3.226    0.180    3.389    5.326    0.782    0.676      5.400      6.060      6.450      8.400
    1.700    0.527    4.911    4.060    0.870    2.034      5.400      8.490      5.400      9.010
    4.060    0.870    2.034    5.326    0.782    0.676      5.400      8.490      6.450      8.400
    0.351    0.734    5.487    4.060    0.870    2.034      5.400      9.010      6.150      9.960
    5.010    0.703    1.169    4.936    0.492    2.098      5.400     13.680      6.300     14.200
    1.598    0.056    4.639    3.660    0.837    2.031      5.400     18.530      7.500     18.880
    1.598    0.056    4.639    3.660    0.837    2.031      7.500     18.880      8.250     17.580
    3.516    1.111    3.150    4.509    0.651    2.360      5.400     39.660      5.550     40.100
    2.850    0.792    3.397    5.997    0.560    0.362      5.550     29.010      6.150     30.220
    1.058    0.545    5.963    1.422    0.616    5.545      5.550     38.540      4.950     36.290
    1.058    0.545    5.963    1.422    0.616    5.545      4.950     36.290      5.700     34.990
    4.625    0.777    2.237    2.291    0.738    3.636      5.700      0.870      5.850      0.430
    2.291    0.738    3.636    3.226    0.180    3.389      5.700      0.870      6.450      1.470
    2.291    0.738    3.636    3.226    0.180    3.389      6.450      1.470      7.200      0.350
    3.513    0.470    2.375    0.351    0.734    5.487      5.700     10.220      6.150      9.960
    3.513    0.470    2.375    0.301    0.501    5.245      5.700     10.220      6.300     10.220
    5.599    0.580    1.452    0.508    0.596    6.204      5.700     15.240      5.850     15.680
    0.508    0.596    6.204    5.010    0.703    1.169      5.700     15.240      6.300     14.200
    0.886    0.910    5.845    1.598    0.056    4.639      5.700     16.280      5.700     16.450
    1.422    0.616    5.545    2.962    0.759    2.976      5.700     34.990      9.000     34.640
    4.073    0.512    2.759    4.509    0.651    2.360      5.700     39.660      5.700     39.840
    3.516    1.111    3.150    1.084    0.684    4.665      5.700     40.180      5.850     40.440
    2.185    0.667    4.140    3.516    1.111    3.150      5.700     42.260      5.850     42.180
    5.485    0.361    0.991    4.625    0.777    2.237      5.850      0.430      4.650      0.090
    2.291    0.738    3.636    5.485    0.361    0.991      5.850      0.430      6.450      0.090
    1.422    0.616    5.545    1.341    0.497    4.618      5.850     39.060      7.650     39.400
    1.341    0.497    4.618    1.422    0.616    5.545      7.650     39.400      7.800     40.360
    1.341    0.497    4.618    4.073    0.512    2.759      5.850     39.580      6.150     40.100
    4.073    0.512    2.759    1.084    0.684    4.665      5.850     40.100      6.150     40.100
    4.060    0.870    2.034    3.513    0.470    2.375      6.150      9.960      6.300     10.050
    3.694    0.442    3.243    1.598    0.056    4.639      6.150     16.190      7.500     16.800
    3.660    0.837    2.031    5.997    0.560    0.362      6.150     22.950      9.750     21.910
    5.997    0.560    0.362    2.962    0.759    2.976      6.150     30.220      9.000     29.790
    1.341    0.497    4.618    1.084    0.684    4.665      6.150     40.100      6.300     40.180
    4.054    0.659    2.281    1.084    0.684    4.665      6.150     40.440      6.300     40.360
    4.054    0.659    2.281    3.516    1.111    3.150      6.150     40.620      6.150     42.000
    4.054    0.659    2.281    2.185    0.667    4.140      6.150     42.180      6.300     42.260
    3.018    0.565    3.278    2.185    0.667    4.140      6.150     42.520      6.300     42.260
    0.508    0.596    6.204    4.936    0.492    2.098      6.300     14.200      6.600     13.860
    0.508    0.596    6.204    3.694    0.442    3.243      6.300     15.930      7.350     15.160
    3.018    0.565    3.278    4.054    0.659    2.281      6.300     42.260      7.650     42.180
    3.226    0.180    3.389    4.060    0.870    2.034      6.450      8.400      6.600      9.700
    4.936    0.492    2.098    6.038    0.792    0.256      6.600     13.860      7.350     12.380
    6.038    0.792    0.256    0.508    0.596    6.204      6.600     13.860      7.350     15.160
    1.341    0.497    4.618    4.054    0.659    2.281      6.600     40.360      7.800     40.360
    0.301    0.501    5.245    3.226    0.180    3.389      6.750      9.790      7.800     11.780
    2.291    0.738    3.636    1.691    0.684    4.178      7.200      0.350      7.050      0.090
    1.691    0.684    4.178    3.226    0.180    3.389      7.200      0.350      8.400      1.210
    6.038    0.792    0.256    0.301    0.501    5.245      7.350     12.380      7.800     11.780
    6.038    0.792    0.256    3.694    0.442    3.243      7.350     15.160      8.100     15.930
    1.598    0.056    4.639    4.489    0.723    2.345      7.500     16.800      8.250     17.580
    4.489    0.723    2.345    3.694    0.442    3.243      7.500     16.800      8.100     15.930
    4.054    0.659    2.281    2.912    0.503    3.950      7.650     42.180      8.100     40.700
    2.912    0.503    3.950    3.018    0.565    3.278      7.650     42.180      8.250     43.040
    3.226    0.180    3.389    6.038    0.792    0.256      7.800     11.780      9.300     11.260
    4.054    0.659    2.281    1.422    0.616    5.545      7.800     40.360      7.950     40.440
    6.038    0.792    0.256    4.489    0.723    2.345      8.100     15.930      9.000     16.280
    6.038    0.792    0.256    4.489    0.723    2.345      9.000     16.280      9.000     17.490
    3.660    0.837    2.031    4.489    0.723    2.345      8.250     17.580      9.000     17.490
    2.912    0.503    3.950    1.422    0.616    5.545      8.250     40.620      9.000     40.700
    3.226    0.180    3.389    5.647    0.662    0.145      8.400      1.210      7.800      2.420
    3.226    0.180    3.389    5.647    0.662    0.145      7.800      2.420      8.550      4.240
    5.647    0.662    0.145    1.691    0.684    4.178      8.400      1.210      8.850      1.130
    5.647    0.662    0.145    2.809    0.612    3.641      8.550      4.240      9.450      4.070
    2.809    0.612    3.641    3.226    0.180    3.389      8.550      4.240      8.550      6.840
    2.809    0.612    3.641    3.226    0.180    3.389      8.550      6.840      9.750      7.710
    1.691    0.684    4.178    1.365    0.393    4.646      8.850      1.130      8.550      0.090
    1.365    0.393    4.646    5.647    0.662    0.145      8.850      1.130      9.000      1.210
    6.038    0.792    0.256    3.660    0.837    2.031      9.000     17.490      9.450     17.580
    3.351    0.678    2.966    2.962    0.759    2.976      9.000     29.790      9.000     34.640
    3.351    0.678    2.966    5.997    0.560    0.362      9.000     29.790     10.650     29.190
    3.351    0.678    2.966    1.422    0.616    5.545      9.000     34.640     10.950     36.980
    2.912    0.503    3.950    1.074    0.572    5.285      9.000     40.700      9.900     42.260
    2.912    0.503    3.950    1.074    0.572    5.285      9.900     42.260      9.300     42.950
    1.074    0.572    5.285    1.422    0.616    5.545      9.000     40.700     10.050     40.100
    3.226    0.180    3.389    1.130    0.631    4.673      9.300     11.260     10.500      9.180
    1.130    0.631    4.673    6.038    0.792    0.256      9.300     11.260     11.700     13.160
    2.809    0.612    3.641    2.154    0.202    4.839      9.450      4.070      9.300      5.020
    2.809    0.612    3.641    2.154    0.202    4.839      9.300      5.020     10.350      5.280
    2.154    0.202    4.839    5.647    0.662    0.145      9.450      4.070      9.900      3.980
    3.660    0.837    2.031    3.715    0.863    2.433      9.450     17.580     10.200     20.960
    3.715    0.863    2.433    6.038    0.792    0.256      9.450     17.580     11.250     17.580
    3.226    0.180    3.389    6.217    0.650    0.580      9.750      7.710     10.500      9.180
    6.217    0.650    0.580    2.809    0.612    3.641      9.750      7.710     10.500      6.580
    3.660    0.837    2.031    6.083    0.607    5.978      9.750     21.910     10.200     20.960
    6.083    0.607    5.978    5.997    0.560    0.362      9.750     21.910     10.200     22.520
    5.647    0.662    0.145    2.575    0.501    3.178      9.900      3.980     10.500      3.290
    2.575    0.501    3.178    2.154    0.202    4.839      9.900      3.980     10.350      4.590
    5.193    0.170    1.317    1.365    0.393    4.646     10.050      1.470     10.650      0.090
    5.647    0.662    0.145    5.193    0.170    1.317     10.050      1.990     10.500      3.290
    1.422    0.616    5.545    0.179    1.161    5.825     10.050     40.100     10.800     38.280
    0.179    1.161    5.825    1.074    0.572    5.285     10.050     40.100     12.000     42.260
    6.083    0.607    5.978    3.715    0.863    2.433     10.200     20.960     10.500     20.960
    5.997    0.560    0.362    5.726    0.452    0.655     10.200     22.520     10.650     26.930
    5.726    0.452    0.655    6.083    0.607    5.978     10.200     22.520     10.350     22.430
    2.154    0.202    4.839    1.270    0.190    4.867     10.350      4.590     10.350      5.280
    1.270    0.190    4.867    2.575    0.501    3.178     10.350      4.590     11.400      4.500
    1.270    0.190    4.867    2.809    0.612    3.641     10.350      5.280     10.500      6.580
    6.083    0.607    5.978    1.383    0.811    5.548     10.350     22.430     10.500     20.960
    1.383    0.811    5.548    5.726    0.452    0.655     10.350     22.430     12.150     24.510
    2.575    0.501    3.178    5.193    0.170    1.317     10.500      3.290     11.400      3.290
    1.270    0.190    4.867    6.217    0.650    0.580     10.500      6.580     12.000      6.930
    6.217    0.650    0.580    1.130    0.631    4.673     10.500      9.180     11.250      9.270
    1.383    0.811    5.548    3.715    0.863    2.433     10.500     20.960     11.400     19.920
    5.997    0.560    0.362    3.340    0.417    3.607     10.650     26.930     10.650     29.190
    3.340    0.417    3.607    5.726    0.452    0.655     10.650     26.930     12.150     24.510
    3.340    0.417    3.607    3.351    0.678    2.966     10.650     29.190     15.000     32.910
    1.422    0.616    5.545    2.046    0.686    3.962     10.800     38.280     10.950     36.980
    2.046    0.686    3.962    0.179    1.161    5.825     10.800     38.280     12.000     38.110
    3.351    0.678    2.966    2.046    0.686    3.962     10.950     36.980     11.550     36.810
    1.130    0.631    4.673    2.143    0.173    4.822     11.250      9.270     12.450     10.310
    2.143    0.173    4.822    6.217    0.650    0.580     11.250      9.270     12.000      6.930
    3.715    0.863    2.433    2.761    0.262    3.215     11.250     17.580     11.400     19.920
    2.761    0.262    3.215    6.038    0.792    0.256     11.250     17.580     12.600     16.970
    2.575    0.501    3.178    1.936    0.605    4.127     11.400      3.290     11.400      4.500
    1.936    0.605    4.127    5.193    0.170    1.317     11.400      3.290     11.700      2.420
    1.936    0.605    4.127    5.193    0.170    1.317     11.700      2.420     13.650      1.990
    1.936    0.605    4.127    1.270    0.190    4.867     11.400      4.500     12.150      5.110
    1.383    0.811    5.548    2.761    0.262    3.215     11.400     19.920     13.500     19.050
    2.046    0.686    3.962    0.641    0.700    4.958     11.550     36.810     12.000     38.110
    0.641    0.700    4.958    3.351    0.678    2.966     11.550     36.810     12.000     36.200
    0.641    0.700    4.958    3.351    0.678    2.966     12.000     36.200     14.550     36.980
    6.038    0.792    0.256    3.142    0.685    2.702     11.700     13.160     11.850     15.160
    6.038    0.792    0.256    3.142    0.685    2.702     11.850     15.160     12.750     15.680
    3.142    0.685    2.702    1.130    0.631    4.673     11.700     13.160     12.450     12.380
    3.746    0.851    2.092    1.074    0.572    5.285     11.700     42.950     11.550     43.040
    1.074    0.572    5.285    3.746    0.851    2.092     11.850     42.700     12.000     42.260
    2.143    0.173    4.822    1.270    0.190    4.867     12.000      6.930     12.300      6.580
    0.179    1.161    5.825    0.641    0.700    4.958     12.000     38.110     13.800     39.140
    3.746    0.851    2.092    0.179    1.161    5.825     12.000     42.260     13.650     42.520
    1.270    0.190    4.867    3.486    0.747    3.468     12.150      5.110     12.300      6.580
    3.486    0.747    3.468    1.936    0.605    4.127     12.150      5.110     14.100      4.330
    1.383    0.811    5.548    3.340    0.417    3.607     12.150     24.510     14.100     23.560
    3.486    0.747    3.468    2.143    0.173    4.822     12.300      6.580     13.350      6.670
    1.130    0.631    4.673    3.932    0.728    2.323     12.450     10.310     12.450     12.380
    3.932    0.728    2.323    2.143    0.173    4.822     12.450     10.310     13.950      9.440
    3.142    0.685    2.702    3.932    0.728    2.323     12.450     12.380     13.050     12.380
    6.038    0.792    0.256    5.254    0.376    0.436     12.600     16.970     12.750     15.680
    5.254    0.376    0.436    2.761    0.262    3.215     12.600     16.970     13.500     17.320
    3.142    0.685    2.702    5.254    0.376    0.436     12.750     15.680     13.500     15.420
    3.142    0.685    2.702    4.112    0.133    2.449     13.050     12.380     13.500     15.420
    4.112    0.133    2.449    3.932    0.728    2.323     13.050     12.380     15.300     11.780
    4.112    0.133    2.449    3.932    0.728    2.323     15.300     11.780     16.050     10.310
    2.143    0.173    4.822    6.179    0.346    0.219     13.350      6.670     13.950      7.710
    6.179    0.346    0.219    3.486    0.747    3.468     13.350      6.670     14.550      5.800
    4.112    0.133    2.449    5.254    0.376    0.436     13.500     15.420     14.700     16.280
    2.761    0.262    3.215    2.879    0.580    2.869     13.500     17.320     13.500     19.050
    2.879    0.580    2.869    5.254    0.376    0.436     13.500     17.320     14.700     16.280
    2.879    0.580    2.869    1.383    0.811    5.548     13.500     19.050     15.150     19.830
    1.936    0.605    4.127    3.483    1.277    2.818     13.650      1.990     14.700      3.810
    3.483    1.277    2.818    5.193    0.170    1.317     13.650      1.990     13.950      0.090
    0.179    1.161    5.825    4.642    0.615    1.926     13.800     39.140     13.950     42.180
    4.642    0.615    1.926    0.641    0.700    4.958     13.800     39.140     15.300     38.280
    2.143    0.173    4.822    6.121    0.641    5.988     13.950      7.710     13.950      9.440
    6.121    0.641    5.988    6.179    0.346    0.219     13.950      7.710     14.850      6.670
    6.121    0.641    5.988    3.932    0.728    2.323     13.950      9.440     15.300      9.530
    3.486    0.747    3.468    3.898    0.957    2.356     14.100      4.330     14.700      5.370
    3.898    0.957    2.356    1.936    0.605    4.127     14.100      4.330     14.700      3.810
    3.340    0.417    3.607    5.045    0.605    1.212     14.100     23.560     15.450     25.030
    5.045    0.605    1.212    1.383    0.811    5.548     14.100     23.560     15.150     19.830
    3.486    0.747    3.468    3.983    0.297    1.641     14.550      5.800     14.700      5.370
    3.983    0.297    1.641    6.179    0.346    0.219     14.550      5.800     14.850      6.670
    3.351    0.678    2.966    3.221    0.550    3.088     14.550     36.980     15.000     32.910
    3.221    0.550    3.088    0.641    0.700    4.958     14.550     36.980     15.300     38.280
    3.898    0.957    2.356    3.483    1.277    2.818     14.700      3.810     15.300      3.810
    3.983    0.297    1.641    3.898    0.957    2.356     14.700      5.370     15.300      5.370
    2.879    0.580    2.869    4.112    0.133    2.449     14.700     16.280     16.050     16.710
    6.121    0.641    5.988    3.983    0.297    1.641     14.850      6.670     15.000      6.580
    3.983    0.297    1.641    5.795    0.294    0.314     15.000      6.580     15.300      5.370
    5.795    0.294    0.314    6.121    0.641    5.988     15.000      6.580     15.750      7.710
    3.221    0.550    3.088    3.340    0.417    3.607     15.000     32.910     16.500     31.520
    2.879    0.580    2.869    5.045    0.605    1.212     15.150     19.830     18.000     18.010
    3.898    0.957    2.356    3.222    0.506    2.575     15.300      3.810     16.500      5.020
    3.222    0.506    2.575    3.483    1.277    2.818     15.300      3.810     17.400      1.910
    3.222    0.506    2.575    3.483    1.277    2.818     17.400      1.910     19.500      1.390
    5.795    0.294    0.314    3.898    0.957    2.356     15.300      5.370     16.500      5.020
    3.932    0.728    2.323    1.615    0.201    4.693     15.300      9.530     16.050     10.310
    1.615    0.201    4.693    6.121    0.641    5.988     15.300      9.530     15.750      7.880
    3.221    0.550    3.088    4.642    0.615    1.926     15.300     38.280     19.500     40.180
