# segment file written by condition_segs: version 05/07/22
# some SrTiO3 data from http://mimp.materials.cmu.edu/~gr20/Grain_Boundary_Data_Archive/SrTiO3_1/SrT
# comment: Some SrTiO3 data from the Grain_Boundary_Data_Archive                                               
#   phi1     PHI      phi2     phi1     PHI      phi2        x1         y1         x2         y2 
    1.629    0.198    4.681    4.976    0.559    0.597     15.750     11.000     17.400     11.090
    4.976    0.559    0.597    3.934    0.724    2.319     15.750     11.000     16.050     11.520
    3.344    0.418    3.603    4.831    0.409    0.807     15.750     25.370     14.550     28.670
    3.344    0.418    3.603    4.831    0.409    0.807     14.550     28.670     16.500     32.560
    4.831    0.409    0.807    5.046    0.607    1.211     15.750     25.370     22.050     22.430
    4.976    0.559    0.597    4.118    0.134    2.444     16.050     11.520     16.500     11.600
    4.118    0.134    2.444    1.252    0.197    4.818     16.500     11.600     17.700     13.860
    1.252    0.197    4.818    4.976    0.559    0.597     16.500     11.600     17.400     11.090
    4.118    0.134    2.444    2.739    0.118    4.058     16.500     16.970     17.700     13.860
    2.739    0.118    4.058    5.698    1.017    0.173     16.500     16.970     17.850     17.750
    4.831    0.409    0.807    3.221    0.550    3.087     16.500     32.560     21.000     34.990
    4.831    0.409    0.807    3.221    0.550    3.087     21.000     34.990     22.500     39.660
    1.252    0.197    4.818    1.629    0.198    4.681     17.400     11.090     17.550     11.000
    1.629    0.198    4.681    2.742    0.409    3.804     17.550     11.000     18.150      9.270
    2.742    0.409    3.804    1.252    0.197    4.818     17.550     11.000     20.250     11.860
    1.252    0.197    4.818    2.739    0.118    4.058     17.700     13.860     20.250     13.080
    2.739    0.118    4.058    3.755    0.720    3.118     17.850     17.750     19.050     17.580
    3.755    0.720    3.118    5.698    1.017    0.173     17.850     17.750     18.000     18.530
    3.755    0.720    3.118    5.046    0.607    1.211     18.000     18.530     18.750     18.620
    4.641    0.618    1.927    0.194    0.650    5.340     18.000     42.950     18.150     42.700
    2.742    0.409    3.804    5.786    0.292    0.321     18.150      9.270     18.600      9.010
    3.221    0.550    3.087    4.145    0.742    2.048     18.150     40.100     22.050     40.440
    4.145    0.742    2.048    4.641    0.618    1.927     18.150     40.100     18.600     41.920
    0.108    0.083    5.674    5.786    0.292    0.321     18.600      9.010     19.350      7.360
    2.742    0.409    3.804    0.108    0.083    5.674     18.600      9.010     20.250     10.310
    4.641    0.618    1.927    4.145    0.742    2.048     18.600     42.260     18.600     42.440
    5.786    0.292    0.321    2.125    0.636    3.917     18.750      6.150     19.350      7.360
    2.125    0.636    3.917    5.736    1.150    0.289     18.750      6.150     21.000      5.020
    5.046    0.607    1.211    1.107    0.461    5.924     18.750     18.620     20.400     19.400
    5.046    0.607    1.211    1.107    0.461    5.924     20.400     19.400     22.050     22.430
    1.107    0.461    5.924    3.755    0.720    3.118     18.750     18.620     19.200     17.840
    3.755    0.720    3.118    0.675    0.546    5.332     19.050     17.580     19.200     17.840
    0.675    0.546    5.332    2.739    0.118    4.058     19.050     17.580     20.400     16.800
    1.107    0.461    5.924    0.675    0.546    5.332     19.200     17.840     20.400     16.800
    0.942    0.336    4.625    1.937    0.688    4.474     19.350      0.610     20.250      0.430
    1.937    0.688    4.474    5.768    0.434    0.807     19.350      0.610     19.350      2.170
    5.768    0.434    0.807    0.942    0.336    4.625     19.350      0.610     17.550      0.090
    1.937    0.688    4.474    5.736    1.150    0.289     19.350      2.170     20.850      2.170
    2.125    0.636    3.917    0.108    0.083    5.674     19.350      7.360     21.750      7.190
    1.937    0.688    4.474    5.101    0.512    1.524     20.250      0.430     21.150      1.470
    5.101    0.512    1.524    0.942    0.336    4.625     20.250      0.430     20.550      0.090
    2.742    0.409    3.804    1.161    0.462    5.651     20.250     10.310     20.400     11.780
    1.161    0.462    5.651    0.108    0.083    5.674     20.250     10.310     21.000     10.220
    5.830    0.961    0.908    1.252    0.197    4.818     20.250     11.860     20.250     13.080
    5.830    0.961    0.908    2.742    0.409    3.804     20.250     11.860     20.400     11.780
    5.830    0.961    0.908    2.739    0.118    4.058     20.250     13.080     21.150     16.020
    1.161    0.462    5.651    5.830    0.961    0.908     20.400     11.780     21.600     11.600
    1.107    0.461    5.924    2.739    0.118    4.058     20.400     16.800     21.150     16.020
    1.937    0.688    4.474    2.782    0.155    3.461     20.850      2.170     21.150      1.470
    2.782    0.155    3.461    5.736    1.150    0.289     20.850      2.170     21.000      2.250
    5.736    1.150    0.289    1.394    0.773    5.434     21.000      2.250     21.000      5.020
    1.394    0.773    5.434    2.782    0.155    3.461     21.000      2.250     23.850      2.680
    1.394    0.773    5.434    2.125    0.636    3.917     21.000      5.020     22.200      5.890
    0.108    0.083    5.674    5.039    0.453    1.407     21.000     10.220     22.500      9.180
    5.039    0.453    1.407    1.161    0.462    5.651     21.000     10.220     21.600     11.600
    4.145    0.742    2.048    4.418    0.651    2.319     21.000     42.950     21.450     42.700
    2.782    0.155    3.461    5.101    0.512    1.524     21.150      1.470     22.650      0.090
    1.107    0.461    5.924    5.830    0.961    0.908     21.150     16.020     22.950     16.190
    5.830    0.961    0.908    5.039    0.453    1.407     21.600     11.600     22.500     11.600
    0.108    0.083    5.674    0.213    0.410    6.173     21.750      7.190     22.500      7.450
    0.213    0.410    6.173    2.125    0.636    3.917     21.750      7.190     22.200      6.060
    1.107    0.461    5.924    4.831    0.409    0.807     22.050     22.430     24.000     22.690
    2.125    0.636    3.917    1.457    0.789    5.562     22.200      5.890     22.200      6.060
    1.457    0.789    5.562    1.394    0.773    5.434     22.200      5.890     24.600      3.460
    1.457    0.789    5.562    0.213    0.410    6.173     22.200      6.060     22.500      6.410
    2.067    0.201    5.600    4.145    0.742    2.048     22.350     42.000     22.500     41.740
    4.382    0.570    2.262    0.213    0.410    6.173     22.500      6.410     22.500      7.450
    4.382    0.570    2.262    1.457    0.789    5.562     22.500      6.410     25.050      6.670
    0.108    0.083    5.674    4.382    0.570    2.262     22.500      7.450     22.500      9.180
    4.382    0.570    2.262    5.039    0.453    1.407     22.500      9.180     23.400      9.530
    5.830    0.961    0.908    0.930    0.433    4.756     22.500     11.600     24.600     12.120
    0.930    0.433    4.756    5.039    0.453    1.407     22.500     11.600     23.400      9.530
    3.221    0.550    3.087    5.483    0.494    1.120     22.500     39.660     22.500     39.840
    4.831    0.409    0.807    5.483    0.494    1.120     22.500     39.660     23.100     39.660
    4.145    0.742    2.048    1.936    0.318    5.460     22.500     40.700     22.650     40.960
    4.145    0.742    2.048    4.712    0.564    1.478     22.500     41.400     22.650     41.140
    0.109    0.300    5.514    2.067    0.201    5.600     22.500     42.260     22.650     42.180
    1.936    0.318    5.460    5.483    0.494    1.120     22.650     40.100     22.950     40.100
    2.067    0.201    5.600    4.712    0.564    1.478     22.650     41.480     22.950     41.480
    5.830    0.961    0.908    0.033    0.504    6.095     22.950     16.190     25.200     13.860
    0.033    0.504    6.095    1.107    0.461    5.924     22.950     16.190     26.100     18.530
    4.441    0.501    2.543    5.483    0.494    1.120     22.950     40.100     23.100     39.660
    4.441    0.501    2.543    1.936    0.318    5.460     22.950     40.100     23.400     40.360
    0.254    0.755    5.583    2.067    0.201    5.600     22.950     41.480     23.100     41.920
    0.254    0.755    5.583    4.712    0.564    1.478     22.950     41.480     23.100     41.400
    4.441    0.501    2.543    4.831    0.409    0.807     23.100     39.660     25.950     38.020
    4.441    0.501    2.543    4.831    0.409    0.807     25.950     38.020     26.850     38.360
    0.254    0.755    5.583    3.398    1.003    3.499     23.250     41.480     23.400     41.920
    0.930    0.433    4.756    4.382    0.570    2.262     23.400      9.530     24.150      9.270
    4.441    0.501    2.543    1.911    0.307    3.922     23.550     40.620     24.000     40.880
    5.468    0.440    0.118    3.398    1.003    3.499     23.550     41.480     23.700     41.920
    2.782    0.155    3.461    6.117    1.286    0.239     23.850      2.680     24.750      0.610
    6.117    1.286    0.239    1.394    0.773    5.434     23.850      2.680     24.600      3.460
    1.107    0.461    5.924    1.583    0.629    4.082     24.000     22.690     24.000     22.000
    1.107    0.461    5.924    1.583    0.629    4.082     24.000     22.000     25.350     21.910
    1.583    0.629    4.082    4.831    0.409    0.807     24.000     22.690     25.500     23.210
    5.468    0.440    0.118    5.764    0.520    0.580     24.000     41.740     24.000     41.920
    5.767    0.520    0.569    2.084    0.397    3.698     24.000     42.780     24.000     42.950
    0.930    0.433    4.756    1.090    0.638    5.863     24.150      9.270     25.200     11.780
    1.090    0.638    5.863    4.382    0.570    2.262     24.150      9.270     25.050      8.400
    4.441    0.501    2.543    1.120    0.279    4.910     24.150     41.140     24.600     41.400
    5.764    0.520    0.580    1.120    0.279    4.910     24.150     41.480     24.450     41.480
    5.764    0.520    0.580    0.086    0.217    0.278     24.450     42.180     24.600     42.260
    2.782    0.155    3.461    5.867    0.548    0.023     24.600      0.170     24.750      0.430
    6.117    1.286    0.239    1.457    0.789    5.562     24.600      3.460     24.750      3.550
    5.830    0.961    0.908    5.174    0.562    1.877     24.600     12.120     25.200     13.860
    5.174    0.562    1.877    0.930    0.433    4.756     24.600     12.120     25.200     11.780
    0.086    0.217    0.278    0.404    0.830    5.354     24.600     42.260     24.600     42.440
    5.764    0.520    0.580    0.404    0.830    5.354     24.600     42.260     25.050     42.180
    2.084    0.397    3.698    5.231    0.798    0.683     24.600     42.780     24.600     42.950
    1.457    0.789    5.562    0.597    0.567    5.458     24.750      3.550     24.600      5.020
    1.457    0.789    5.562    0.597    0.567    5.458     24.600      5.020     25.800      6.060
    0.597    0.567    5.458    6.117    1.286    0.239     24.750      3.550     25.350      3.200
    5.764    0.520    0.580    4.441    0.501    2.543     24.750     41.480     25.500     41.920
    4.068    0.718    2.539    4.382    0.570    2.262     25.050      6.670     25.050      8.400
    4.068    0.718    2.539    1.457    0.789    5.562     25.050      6.670     25.650      6.320
    4.068    0.718    2.539    1.090    0.638    5.863     25.050      8.400     27.150      9.270
    6.117    1.286    0.239    0.871    0.627    5.790     25.200      0.690     25.350      1.130
    1.090    0.638    5.863    5.174    0.562    1.877     25.200     11.780     26.550     11.860
    5.174    0.562    1.877    0.033    0.504    6.095     25.200     13.860     27.150     14.120
    5.756    0.514    0.576    0.404    0.830    5.354     25.200     42.260     25.200     42.440
    5.231    0.798    0.683    5.756    0.514    0.576     25.200     42.780     25.200     42.950
    6.117    1.286    0.239    4.227    0.745    2.079     25.350      3.200     25.500      1.210
    4.227    0.745    2.079    0.597    0.567    5.458     25.350      3.200     27.600      4.850
    1.107    0.461    5.924    1.183    0.698    5.443     25.350     21.910     26.250     20.700
    1.183    0.698    5.443    1.583    0.629    4.082     25.350     21.910     25.650     22.430
    1.583    0.629    4.082    1.975    0.872    3.895     25.500     23.210     25.650     22.430
    1.975    0.872    3.895    4.831    0.409    0.807     25.500     23.210     27.600     23.730
    1.457    0.789    5.562    6.262    0.723    5.971     25.650      6.320     25.800      6.060
    6.262    0.723    5.971    4.068    0.718    2.539     25.650      6.320     27.600      7.450
    1.183    0.698    5.443    1.975    0.872    3.895     25.650     22.430     27.600     23.730
    0.597    0.567    5.458    6.262    0.723    5.971     25.800      6.060     27.600      5.540
    0.033    0.504    6.095    0.730    0.856    5.276     26.100     18.530     27.150     14.120
    0.730    0.856    5.276    1.107    0.461    5.924     26.100     18.530     26.250     18.620
    5.647    0.562    0.648    4.441    0.501    2.543     26.100     41.920     26.700     41.920
    1.107    0.461    5.924    4.808    0.516    1.313     26.250     18.620     26.250     20.700
    4.808    0.516    1.313    0.730    0.856    5.276     26.250     18.620     27.600     19.400
    1.183    0.698    5.443    4.808    0.516    1.313     26.250     20.700     27.600     20.610
    5.174    0.562    1.877    1.415    0.522    5.240     26.550     11.860     27.600     13.160
    1.415    0.522    5.240    1.090    0.638    5.863     26.550     11.860     27.300     11.780
    4.441    0.501    2.543    3.396    0.705    3.523     26.850     38.360     28.500     40.700
    3.396    0.705    3.523    4.831    0.409    0.807     26.850     38.360     30.600     35.160
    1.090    0.638    5.863    4.739    1.005    1.808     27.150      9.270     27.150     10.480
    4.739    1.005    1.808    4.068    0.718    2.539     27.150      9.270     27.750      8.400
    4.739    1.005    1.808    5.724    0.640    0.147     27.150     10.480     28.800     11.260
    5.724    0.640    0.147    1.090    0.638    5.863     27.150     10.480     27.300     11.780
    5.174    0.562    1.877    0.730    0.856    5.276     27.150     14.120     27.600     13.160
    4.441    0.501    2.543    3.060    0.280    3.192     27.150     42.180     28.500     40.700
    5.724    0.640    0.147    1.415    0.522    5.240     27.300     11.780     28.350     12.040
    0.597    0.567    5.458    2.273    0.893    4.100     27.600      4.850     27.600      5.540
    2.273    0.893    4.100    4.227    0.745    2.079     27.600      4.850     29.100      3.460
    2.273    0.893    4.100    6.262    0.723    5.971     27.600      5.540     28.500      5.890
    4.068    0.718    2.539    0.562    0.450    5.006     27.600      7.450     27.750      8.400
    0.562    0.450    5.006    6.262    0.723    5.971     27.600      7.450     28.350      6.670
    0.730    0.856    5.276    1.415    0.522    5.240     27.600     13.160     28.350     13.080
    4.808    0.516    1.313    2.687    0.301    3.115     27.600     19.400     27.600     20.610
    2.687    0.301    3.115    0.730    0.856    5.276     27.600     19.400     31.950     18.620
    2.687    0.301    3.115    1.183    0.698    5.443     27.600     20.610     29.400     21.480
    2.687    0.301    3.115    1.183    0.698    5.443     29.400     21.480     32.400     21.130
    1.183    0.698    5.443    4.831    0.409    0.807     27.600     23.730     29.550     23.990
    2.489    0.639    3.392    3.060    0.280    3.192     27.600     42.260     28.200     42.440
    4.822    0.743    2.179    2.489    0.639    3.392     27.600     42.780     27.750     42.700
    4.822    0.743    2.179    6.179    1.235    6.017     27.600     42.950     28.050     43.040
    0.562    0.450    5.006    4.739    1.005    1.808     27.750      8.400     28.800      8.140
    0.562    0.450    5.006    1.062    0.452    5.722     28.350      6.670     28.800      7.620
    1.062    0.452    5.722    6.262    0.723    5.971     28.350      6.670     28.500      5.890
    5.724    0.640    0.147    4.247    0.577    2.213     28.350     12.040     28.800     11.260
    4.247    0.577    2.213    1.415    0.522    5.240     28.350     12.040     28.350     13.080
    4.247    0.577    2.213    0.730    0.856    5.276     28.350     13.080     31.950     14.640
    4.227    0.745    2.079    0.447    0.640    0.008     28.500      1.730     29.100      3.460
    1.062    0.452    5.722    2.273    0.893    4.100     28.500      5.890     29.700      5.890
    3.060    0.280    3.192    3.396    0.705    3.523     28.500     40.700     29.250     40.960
    1.062    0.452    5.722    4.876    0.442    1.176     28.800      7.620     29.700      6.410
    0.562    0.450    5.006    4.876    0.442    1.176     28.800      7.620     28.800      8.140
    4.876    0.442    1.176    4.739    1.005    1.808     28.800      8.140     30.150      9.960
    4.739    1.005    1.808    4.247    0.577    2.213     28.800     11.260     30.150      9.960
    1.076    0.328    4.621    3.060    0.280    3.192     28.800     42.780     28.950     42.700
    0.447    0.640    0.008    2.273    0.893    4.100     29.100      3.460     32.100      4.330
    3.060    0.280    3.192    4.104    0.769    1.617     29.100     42.440     29.700     42.260
    1.076    0.328    4.621    0.003    0.628    0.529     29.100     42.780     29.100     42.950
    1.183    0.698    5.443    5.864    0.798    1.072     29.550     23.990     30.750     23.820
    1.183    0.698    5.443    5.864    0.798    1.072     30.750     23.820     30.600     24.600
    5.864    0.798    1.072    4.831    0.409    0.807     29.550     23.990     30.600     24.600
    3.396    0.705    3.523    3.060    0.280    3.192     29.550     41.140     29.700     41.220
    1.062    0.452    5.722    3.056    0.533    3.107     29.700      5.890     29.700      6.410
    3.056    0.533    3.107    2.273    0.893    4.100     29.700      5.890     31.650      5.630
    4.876    0.442    1.176    3.056    0.533    3.107     29.700      6.410     31.650      6.670
    4.099    0.581    1.854    3.060    0.280    3.192     29.850     41.480     30.000     41.920
    3.396    0.705    3.523    4.099    0.581    1.854     30.000     41.400     30.300     41.920
    4.876    0.442    1.176    4.247    0.577    2.213     30.150      9.960     31.050      9.960
    3.069    0.289    3.195    4.099    0.581    1.854     30.150     42.000     30.300     41.920
    3.396    0.705    3.523    3.069    0.289    3.195     30.300     41.920     30.750     42.180
    4.831    0.409    0.807    1.183    0.698    5.443     30.600     24.600     31.650     25.370
    4.831    0.409    0.807    1.273    0.674    5.708     30.600     35.160     31.500     33.600
    4.831    0.409    0.807    1.273    0.674    5.708     31.500     33.600     31.650     25.370
    1.273    0.674    5.708    3.396    0.705    3.523     30.600     35.160     32.850     36.810
    1.273    0.674    5.708    3.396    0.705    3.523     32.850     36.810     35.100     37.070
    3.069    0.289    3.195    5.483    0.753    1.225     30.600     42.260     30.750     42.180
    3.396    0.705    3.523    5.483    0.753    1.225     30.750     42.180     31.200     42.260
    4.876    0.442    1.176    1.218    0.748    5.444     31.050      9.960     32.400      9.700
    1.218    0.748    5.444    4.247    0.577    2.213     31.050      9.960     32.400     10.220
    3.056    0.533    3.107    3.078    0.450    3.828     31.650      5.630     31.800      6.410
    3.078    0.450    3.828    2.273    0.893    4.100     31.650      5.630     32.100      4.330
    4.876    0.442    1.176    0.626    0.654    4.916     31.650      6.670     33.300      8.490
    0.626    0.654    4.916    3.056    0.533    3.107     31.650      6.670     31.800      6.410
    1.273    0.674    5.708    1.183    0.698    5.443     31.650     25.370     33.900     24.770
    0.626    0.654    4.916    3.078    0.450    3.828     31.800      6.410     33.300      7.620
    4.247    0.577    2.213    2.497    1.000    4.064     31.950     14.640     32.850     13.600
    2.497    1.000    4.064    0.730    0.856    5.276     31.950     14.640     32.700     18.010
    2.687    0.301    3.115    6.227    0.743    6.169     31.950     18.620     32.700     19.920
    6.227    0.743    6.169    0.730    0.856    5.276     31.950     18.620     32.700     18.010
    3.078    0.450    3.828    0.447    0.640    0.008     32.100      4.330     33.450      3.720
    4.876    0.442    1.176    5.449    0.755    0.373     32.400      9.700     33.300      8.490
    5.449    0.755    0.373    1.218    0.748    5.444     32.400      9.700     32.400     10.220
    5.449    0.755    0.373    4.247    0.577    2.213     32.400     10.220     32.850     11.340
    2.687    0.301    3.115    4.064    0.513    2.313     32.400     21.130     32.700     19.920
    4.064    0.513    2.313    1.183    0.698    5.443     32.400     21.130     33.900     22.000
    2.497    1.000    4.064    6.227    0.743    6.169     32.700     18.010     33.750     18.620
    4.064    0.513    2.313    6.227    0.743    6.169     32.700     19.920     34.050     20.180
    2.380    0.628    3.513    3.396    0.705    3.523     32.700     42.260     32.850     42.180
    4.247    0.577    2.213    2.737    0.688    3.112     32.850     11.340     32.850     13.600
    2.737    0.688    3.112    5.449    0.755    0.373     32.850     11.340     34.950     12.380
    2.737    0.688    3.112    2.497    1.000    4.064     32.850     13.600     34.950     12.900
    3.396    0.705    3.523    3.361    0.901    3.634     32.850     42.180     33.600     41.400
    3.396    0.705    3.523    3.361    0.901    3.634     33.600     41.400     33.150     39.920
    3.396    0.705    3.523    3.361    0.901    3.634     33.150     39.920     35.100     37.070
    2.380    0.628    3.513    3.361    0.901    3.634     32.850     42.180     33.150     42.520
    3.361    0.901    3.634    1.633    0.484    4.888     33.150     42.700     33.300     42.780
    1.797    0.630    4.276    1.633    0.484    4.888     33.150     43.040     33.300     42.950
    3.078    0.450    3.828    0.482    0.649    6.280     33.300      7.620     34.200      7.450
    0.482    0.649    6.280    0.626    0.654    4.916     33.300      7.620     33.450      8.400
    5.449    0.755    0.373    0.626    0.654    4.916     33.300      8.490     33.450      8.400
    0.447    0.640    0.008    0.520    0.537    6.121     33.450      3.720     33.900      2.250
    0.520    0.537    6.121    3.078    0.450    3.828     33.450      3.720     34.650      4.070
    0.482    0.649    6.280    5.449    0.755    0.373     33.450      8.400     34.200      9.010
    0.482    0.649    6.280    5.449    0.755    0.373     34.200      9.010     34.950      8.400
    3.361    0.901    3.634    1.797    0.630    4.276     33.600     42.950     33.750     43.040
    6.227    0.743    6.169    5.453    0.793    1.327     33.750     18.620     34.350     19.830
    5.453    0.793    1.327    2.497    1.000    4.064     33.750     18.620     35.550     17.230
    5.453    0.793    1.327    2.497    1.000    4.064     35.550     17.230     35.850     15.680
    5.996    0.437    0.187    1.183    0.698    5.443     33.900     22.000     33.900     24.770
    5.996    0.437    0.187    4.064    0.513    2.313     33.900     22.000     34.050     20.180
    5.996    0.437    0.187    1.273    0.674    5.708     33.900     24.770     36.450     23.990
    5.996    0.437    0.187    6.227    0.743    6.169     34.050     20.180     34.350     19.830
    0.482    0.649    6.280    1.477    0.763    5.185     34.200      7.450     34.950      8.400
    1.477    0.763    5.185    3.078    0.450    3.828     34.200      7.450     35.250      6.150
    3.361    0.901    3.634    2.102    0.583    4.473     34.200     42.950     34.800     42.950
    5.453    0.793    1.327    5.996    0.437    0.187     34.350     19.830     35.700     19.920
    3.078    0.450    3.828    3.574    0.995    2.827     34.650      4.070     35.250      6.150
    3.574    0.995    2.827    0.520    0.537    6.121     34.650      4.070     35.400      2.770
    1.477    0.763    5.185    5.449    0.755    0.373     34.950      8.400     36.450      9.270
    2.737    0.688    3.112    0.785    0.373    5.528     34.950     12.380     34.950     12.900
    0.785    0.373    5.528    5.449    0.755    0.373     34.950     12.380     36.600      9.700
    2.497    1.000    4.064    0.785    0.373    5.528     34.950     12.900     36.600     13.160
    3.361    0.901    3.634    1.273    0.674    5.708     35.100     37.070     38.850     34.900
    1.477    0.763    5.185    3.574    0.995    2.827     35.250      6.150     36.750      5.800
    4.639    0.567    1.831    2.497    1.000    4.064     35.700     15.240     36.600     13.160
    4.639    0.567    1.831    2.497    1.000    4.064     35.700     15.420     35.850     15.680
    5.996    0.437    0.187    4.176    0.724    2.585     35.700     19.920     36.450     23.990
    4.176    0.724    2.585    5.453    0.793    1.327     35.700     19.920     37.950     18.790
    4.639    0.567    1.831    5.453    0.793    1.327     35.850     15.680     36.900     15.760
    4.639    0.567    1.831    5.453    0.793    1.327     36.900     15.760     37.950     18.790
    5.449    0.755    0.373    3.713    0.977    2.257     36.450      9.270     36.600      9.700
    3.713    0.977    2.257    1.477    0.763    5.185     36.450      9.270     37.650      8.400
    4.176    0.724    2.585    1.273    0.674    5.708     36.450     23.990     40.800     26.850
    3.713    0.977    2.257    0.785    0.373    5.528     36.600      9.700     36.750      9.790
    4.639    0.567    1.831    0.785    0.373    5.528     36.600     13.160     38.250     13.420
    3.574    0.995    2.827    4.178    0.910    2.416     36.750      5.800     37.800      4.500
    4.178    0.910    2.416    1.477    0.763    5.185     36.750      5.800     37.650      8.400
    0.785    0.373    5.528    4.868    0.684    1.793     36.750      9.790     38.250     11.860
    4.868    0.684    1.793    3.713    0.977    2.257     36.750      9.790     37.950      9.440
    2.365    0.661    3.368    3.574    0.995    2.827     37.650      3.720     37.800      4.500
    4.178    0.910    2.416    3.713    0.977    2.257     37.650      8.400     38.100      9.180
    2.365    0.661    3.368    4.178    0.910    2.416     37.800      4.500     40.050      4.070
    3.713    0.977    2.257    4.543    0.255    1.606     37.950      9.440     38.100      9.180
    4.543    0.255    1.606    4.868    0.684    1.793     37.950      9.440     39.600     11.260
    4.639    0.567    1.831    4.176    0.724    2.585     37.950     18.790     40.500     19.050
    4.639    0.567    1.831    4.176    0.724    2.585     40.500     19.050     42.900     20.960
    4.178    0.910    2.416    4.543    0.255    1.606     38.100      9.180     39.150      8.400
    6.198    0.343    5.619    0.785    0.373    5.528     38.250     11.860     38.250     13.420
    6.198    0.343    5.619    4.868    0.684    1.793     38.250     11.860     38.400     11.780
    4.639    0.567    1.831    6.198    0.343    5.619     38.250     13.420     39.900     13.680
    4.639    0.567    1.831    6.198    0.343    5.619     39.900     13.680     40.800     12.820
    4.868    0.684    1.793    4.121    0.634    2.889     38.400     11.780     39.600     11.260
    4.121    0.634    2.889    6.198    0.343    5.619     38.400     11.780     40.200     12.300
    1.273    0.674    5.708    4.294    0.718    1.605     38.850     34.900     38.400     31.870
    1.273    0.674    5.708    4.294    0.718    1.605     38.400     31.870     40.800     26.850
    4.294    0.718    1.605    3.361    0.901    3.634     38.850     34.900     41.400     36.200
    4.178    0.910    2.416    4.414    0.776    2.036     39.150      8.400     38.700      7.970
    4.178    0.910    2.416    4.414    0.776    2.036     38.700      7.970     40.200      7.450
    4.414    0.776    2.036    4.543    0.255    1.606     39.150      8.400     40.350      8.230
    4.543    0.255    1.606    4.121    0.634    2.889     39.600     11.260     39.750     11.340
    4.121    0.634    2.889    5.106    0.219    0.744     39.750     11.340     40.200     12.300
    5.106    0.219    0.744    4.543    0.255    1.606     39.750     11.340     40.050     10.480
    5.106    0.219    0.744    4.543    0.255    1.606     40.050     10.480     41.250     10.480
    5.489    0.426    6.020    4.414    0.776    2.036     40.200      7.450     40.800      7.970
    5.489    0.426    6.020    4.178    0.910    2.416     40.200      7.450     41.100      5.370
    5.106    0.219    0.744    6.198    0.343    5.619     40.200     12.300     40.800     12.820
    4.543    0.255    1.606    2.712    0.631    3.589     40.350      8.230     41.250      9.440
    2.712    0.631    3.589    4.414    0.776    2.036     40.350      8.230     40.800      7.970
    4.178    0.910    2.416    4.048    0.743    1.523     40.800      4.330     41.100      5.370
    2.712    0.631    3.589    5.489    0.426    6.020     40.800      7.970     41.400      9.180
    5.106    0.219    0.744    4.639    0.567    1.831     40.800     12.820     42.750     12.040
    4.176    0.724    2.585    4.294    0.718    1.605     40.800     26.850     41.550     26.590
    5.489    0.426    6.020    4.048    0.743    1.523     41.100      5.370     43.650      3.720
    2.712    0.631    3.589    5.364    0.700    1.616     41.250      9.440     41.400      9.180
    5.364    0.700    1.616    4.543    0.255    1.606     41.250      9.440     41.250     10.480
    5.364    0.700    1.616    5.106    0.219    0.744     41.250     10.480     42.900     11.090
    5.489    0.426    6.020    5.364    0.700    1.616     41.400      9.180     43.200      9.530
    4.294    0.718    1.605    0.913    0.618    6.127     41.400     36.200     44.550     32.300
    0.913    0.618    6.127    3.361    0.901    3.634     41.400     36.200     43.800     40.880
    4.176    0.724    2.585    2.388    0.721    4.614     41.550     26.590     43.200     23.210
    2.388    0.721    4.614    4.294    0.718    1.605     41.550     26.590     43.650     27.970
    4.048    0.743    1.523    2.766    0.655    3.972     41.850      2.510     43.650      3.720
    5.106    0.219    0.744    4.395    0.394    1.924     42.750     12.040     42.900     11.090
    4.395    0.394    1.924    4.639    0.567    1.831     42.750     12.040     44.550     14.980
    4.395    0.394    1.924    5.364    0.700    1.616     42.900     11.090     43.350     10.480
    4.176    0.724    2.585    3.940    0.691    2.951     42.900     20.960     43.050     21.910
    3.940    0.691    2.951    4.639    0.567    1.831     42.900     20.960     45.150     19.830
    3.940    0.691    2.951    6.111    0.751    0.641     43.050     21.910     45.150     21.740
    6.111    0.751    0.641    4.176    0.724    2.585     43.050     21.910     43.200     23.210
    5.364    0.700    1.616    4.782    0.443    1.006     43.200      9.530     43.350     10.480
    4.782    0.443    1.006    5.489    0.426    6.020     43.200      9.530     45.750      7.190
    6.111    0.751    0.641    2.388    0.721    4.614     43.200     23.210     44.850     23.470
    3.361    0.901    3.634    3.616    0.706    2.432     43.200     42.780     43.350     42.700
    4.782    0.443    1.006    4.395    0.394    1.924     43.350     10.480     45.900     11.090
    3.361    0.901    3.634    0.054    0.754    5.678     43.350     42.520     43.650     42.180
    2.766    0.655    3.972    5.489    0.426    6.020     43.650      3.720     44.700      3.810
    4.294    0.718    1.605    5.396    0.945    1.449     43.650     27.970     45.150     29.700
    5.396    0.945    1.449    2.388    0.721    4.614     43.650     27.970     45.600     26.850
    5.396    0.945    1.449    2.388    0.721    4.614     45.600     26.850     46.050     24.510
    3.361    0.901    3.634    0.676    0.786    5.767     43.800     41.400     43.800     41.920
    0.676    0.786    5.767    3.291    0.062    4.078     43.950     41.480     44.100     41.920
    4.698    0.365    2.114    0.913    0.618    6.127     44.400     41.220     44.400     33.950
    4.698    0.365    2.114    0.913    0.618    6.127     44.400     33.950     45.150     32.650
    3.291    0.062    4.078    4.698    0.365    2.114     44.400     41.740     44.400     41.920
    4.639    0.567    1.831    1.241    0.198    5.415     44.550     14.980     45.900     17.490
