# segment file written by condition_segs: version 05/07/22
# some SrTiO3 data from http://mimp.materials.cmu.edu/~gr20/Grain_Boundary_Data_Archive/SrTiO3_1/SrT
# comment: Some SrTiO3 data from the Grain_Boundary_Data_Archive                                               
#   phi1     PHI      phi2     phi1     PHI      phi2        x1         y1         x2         y2 
    4.289    0.727    2.582    1.285    0.747    4.731      2.850     12.380      4.050     12.040
    4.325    0.699    1.780    5.588    0.707    0.234      2.850     39.400      3.150     39.400
    3.981    0.899    2.344    1.096    0.320    5.636      2.850     42.700      3.300     41.220
    1.096    0.320    5.636    5.113    0.525    1.426      2.850     42.700      3.300     42.950
    0.020    0.509    5.486    2.659    0.480    4.285      3.150     25.550      4.050     25.890
    4.325    0.699    1.780    6.256    0.778    0.260      3.150     40.100      3.300     39.660
    6.256    0.778    0.260    5.664    0.610    1.098      3.150     40.100      3.300     40.180
    0.917    0.952    5.809    5.664    0.610    1.098      3.150     40.440      3.300     40.360
    0.917    0.952    5.809    6.022    0.287    0.646      3.150     40.620      3.150     40.960
    0.917    0.952    5.809    3.981    0.899    2.344      3.150     41.140      3.300     41.220
    1.285    0.747    4.731    5.837    0.331    0.565      3.300     10.570      3.450     11.000
    4.454    0.412    2.529    0.020    0.509    5.486      3.300     21.130      5.100     21.130
    5.588    0.707    0.234    1.940    0.824    3.704      3.300     39.140      3.300     39.320
    1.940    0.824    3.704    1.052    0.546    5.959      3.300     39.140      4.200     38.280
    1.096    0.320    5.636    0.917    0.952    5.809      3.300     41.220      4.200     41.220
    5.051    0.683    1.730    0.895    0.835    4.982      3.450      6.670      3.600      7.620
    0.895    0.835    4.982    1.724    0.683    5.244      3.450      6.670      4.800      5.540
    1.940    0.824    3.704    6.256    0.778    0.260      3.450     39.580      3.600     39.840
    0.895    0.835    4.982    4.960    0.434    1.966      3.600      7.620      4.050      7.710
    1.951    0.526    4.149    5.837    0.331    0.565      3.600     10.570      3.600     10.740
    1.285    0.747    4.731    3.182    0.562    3.422      3.600     11.090      3.750     11.340
    0.314    0.706    5.532    4.849    0.579    2.011      3.750     10.310      4.650      9.270
    0.314    0.706    5.532    1.951    0.526    4.149      3.750     10.480      4.050     11.000
    1.951    0.526    4.149    3.182    0.562    3.422      3.750     11.000      4.050     11.000
    4.289    0.727    2.582    4.984    0.600    1.112      3.750     14.640      4.950     14.120
    4.984    0.600    1.112    4.952    0.613    1.014      3.750     14.640      4.200     15.760
    1.940    0.824    3.704    0.917    0.952    5.809      3.750     40.100      4.950     40.620
    4.960    0.434    1.966    2.077    0.407    3.856      4.050      7.710      4.200      9.180
    2.077    0.407    3.856    0.895    0.835    4.982      4.050      7.710      5.250      7.360
    0.314    0.706    5.532    3.182    0.562    3.422      4.050     11.000      4.050     11.340
    0.314    0.706    5.532    1.285    0.747    4.731      4.050     11.520      4.050     12.040
    0.314    0.706    5.532    4.289    0.727    2.582      4.050     12.040      4.800     12.820
    2.659    0.480    4.285    5.995    0.561    0.363      4.050     25.890      4.200     27.890
    5.995    0.561    0.363    0.020    0.509    5.486      4.050     25.890      5.850     22.780
    4.726    0.754    1.390    2.626    0.397    3.342      4.050     31.090      4.200     34.470
    2.626    0.397    3.342    3.841    0.428    2.866      4.050     31.090      5.700     30.480
    1.724    0.683    5.244    3.230    0.185    3.383      4.200      3.290      4.800      5.540
    3.230    0.185    3.383    2.318    0.988    4.164      4.200      3.290      5.700      1.210
    2.077    0.407    3.856    4.849    0.579    2.011      4.200      9.180      4.650      9.270
    0.879    0.902    5.851    4.984    0.600    1.112      4.200     15.760      5.250     15.680
    5.995    0.561    0.363    3.841    0.428    2.866      4.200     27.890      5.400     28.750
    5.995    0.561    0.363    3.841    0.428    2.866      5.400     28.750      5.700     30.480
    4.726    0.754    1.390    2.963    0.759    2.976      4.200     34.470      4.200     34.640
    2.963    0.759    2.976    2.626    0.397    3.342      4.200     34.470      5.400     34.120
    2.963    0.759    2.976    2.626    0.397    3.342      5.400     34.120      5.850     30.570
    2.963    0.759    2.976    1.052    0.546    5.959      4.200     34.640      5.250     35.420
    1.052    0.546    5.959    1.422    0.615    5.543      4.200     38.280      5.250     35.420
    1.422    0.615    5.543    1.940    0.824    3.704      4.200     38.280      5.400     38.620
    1.422    0.615    5.543    1.940    0.824    3.704      5.400     38.620      5.550     40.100
    1.096    0.320    5.636    1.057    0.491    4.742      4.200     41.220      4.650     41.480
    0.917    0.952    5.809    1.057    0.491    4.742      4.200     41.220      4.650     41.140
    1.096    0.320    5.636    4.841    0.622    2.155      4.200     42.950      4.350     42.700
    0.314    0.706    5.532    2.077    0.407    3.856      4.650      9.270      4.800      9.180
    1.096    0.320    5.636    3.470    0.568    2.598      4.650     41.480      4.950     42.000
    3.470    0.568    2.598    1.057    0.491    4.742      4.650     41.480      4.800     41.400
    3.230    0.185    3.383    0.895    0.835    4.982      4.800      5.540      5.700      6.410
    3.230    0.185    3.383    0.895    0.835    4.982      5.700      6.410      5.250      7.360
    2.077    0.407    3.856    1.578    0.818    4.192      4.800      9.180      5.400      7.970
    1.578    0.818    4.192    0.314    0.706    5.532      4.800      9.180      6.450      9.960
    0.314    0.706    5.532    4.928    0.491    2.105      4.800     12.820      5.700     12.820
    4.928    0.491    2.105    4.289    0.727    2.582      4.800     12.820      4.200     13.340
    4.928    0.491    2.105    4.289    0.727    2.582      4.200     13.340      4.950     14.120
    4.928    0.491    2.105    4.984    0.600    1.112      4.950     14.120      5.700     14.720
    4.454    0.412    2.529    1.583    0.053    4.656      4.950     18.100      5.700     19.570
    1.583    0.053    4.656    0.879    0.902    5.851      4.950     18.100      5.850     16.710
    3.470    0.568    2.598    2.968    0.796    3.940      4.950     41.480      5.100     41.920
    1.096    0.320    5.636    2.710    0.906    3.967      4.950     42.000      4.950     42.180
    2.710    0.906    3.967    3.470    0.568    2.598      4.950     42.000      5.100     41.920
    4.454    0.412    2.529    3.662    0.838    2.031      5.100     21.130      5.700     19.570
    3.662    0.838    2.031    0.020    0.509    5.486      5.100     21.130      5.850     22.780
    2.968    0.796    3.940    2.710    0.906    3.967      5.100     41.920      5.250     42.000
    3.230    0.185    3.383    2.077    0.407    3.856      5.250      7.360      5.400      7.970
    4.984    0.600    1.112    0.510    0.600    6.210      5.250     15.680      5.700     14.720
    0.510    0.600    6.210    0.879    0.902    5.851      5.250     15.680      5.700     16.280
    2.963    0.759    2.976    1.422    0.615    5.543      5.250     35.420      9.750     35.250
    2.968    0.796    3.940    2.663    0.909    3.999      5.250     41.480      5.400     41.920
    1.578    0.818    4.192    3.230    0.185    3.383      5.400      7.970      6.450      9.960
    5.501    0.358    0.979    2.318    0.988    4.164      5.700      1.210      3.750      0.090
    3.230    0.185    3.383    5.501    0.358    0.979      5.700      1.210      6.750      1.130
    0.314    0.706    5.532    0.283    0.500    5.272      5.700     12.300      6.450     11.000
    0.314    0.706    5.532    0.283    0.500    5.272      5.700     12.640      5.700     12.820
    0.283    0.500    5.272    4.928    0.491    2.105      5.700     12.820      7.500     12.820
    0.510    0.600    6.210    4.928    0.491    2.105      5.700     14.720      6.600     14.380
    0.879    0.902    5.851    5.066    0.423    0.104      5.700     16.280      5.850     16.710
    5.066    0.423    0.104    0.510    0.600    6.210      5.700     16.280      6.300     16.280
    1.583    0.053    4.656    3.662    0.838    2.031      5.700     19.570      7.500     19.400
    5.995    0.561    0.363    2.626    0.397    3.342      5.700     30.480      5.850     30.570
    2.663    0.909    3.999    4.057    0.657    2.284      5.700     41.740      5.700     41.920
    5.066    0.423    0.104    1.583    0.053    4.656      5.850     16.710      6.300     16.280
    5.995    0.561    0.363    3.662    0.838    2.031      5.850     22.780      9.150     22.430
    2.963    0.759    2.976    5.995    0.561    0.363      5.850     30.570      9.750     30.570
    4.057    0.657    2.284    1.422    0.615    5.543      5.850     40.440      8.550     40.960
    4.057    0.657    2.284    2.156    0.774    3.872      6.150     42.700      6.300     42.780
    1.583    0.053    4.656    0.510    0.600    6.210      6.300     16.280      6.600     16.280
    3.230    0.185    3.383    0.314    0.706    5.532      6.450      9.960      6.450     11.000
    3.230    0.185    3.383    0.283    0.500    5.272      6.450     11.000      7.500     12.820
    4.928    0.491    2.105    6.038    0.793    0.255      6.600     14.380      8.100     13.160
    6.038    0.793    0.255    0.510    0.600    6.210      6.600     14.380      7.650     15.680
    1.583    0.053    4.656    6.070    0.140    0.403      6.600     16.280      6.600     16.450
    6.070    0.140    0.403    0.510    0.600    6.210      6.600     16.280      7.350     16.020
    1.583    0.053    4.656    6.070    0.140    0.403      6.600     16.800      7.500     19.400
    2.755    0.429    3.415    4.057    0.657    2.284      6.600     42.780      7.200     42.780
    5.501    0.358    0.979    1.689    0.686    4.178      6.750      1.130      6.750      0.090
    1.689    0.686    4.178    3.230    0.185    3.383      6.750      1.130      8.550      1.650
    6.070    0.140    0.403    6.038    0.793    0.255      7.350     16.020      9.000     18.010
    6.038    0.793    0.255    0.510    0.600    6.210      7.350     16.020      7.500     15.930
    4.928    0.491    2.105    3.230    0.185    3.383      7.500     12.820      8.100     13.160
    3.662    0.838    2.031    6.070    0.140    0.403      7.500     19.400      8.550     19.310
    6.038    0.793    0.255    3.230    0.185    3.383      8.100     13.160     10.500     13.340
    4.430    1.183    1.625    1.689    0.686    4.178      8.550      1.650      8.550      0.090
    4.430    1.183    1.625    3.230    0.185    3.383      8.550      1.650      9.150      2.170
    6.070    0.140    0.403    5.934    0.956    0.650      8.550     19.310      9.000     18.010
    5.934    0.956    0.650    3.662    0.838    2.031      8.550     19.310      9.750     21.390
    3.230    0.185    3.383    5.633    0.648    0.161      9.000      2.770      7.950      3.720
    3.230    0.185    3.383    5.633    0.648    0.161      7.950      3.720      9.000      5.370
    5.633    0.648    0.161    1.432    0.627    4.475      9.000      2.770      9.300      2.770
    1.432    0.627    4.475    3.230    0.185    3.383      9.000      2.770      9.150      2.680
    3.230    0.185    3.383    5.831    0.392    1.080      9.000      5.370      9.000      5.540
    5.831    0.392    1.080    5.633    0.648    0.161      9.000      5.370     10.500      4.330
    5.831    0.392    1.080    2.813    0.606    3.643      9.000      5.540     10.200      7.450
    2.813    0.606    3.643    3.230    0.185    3.383      9.000      5.540      8.850      7.360
    2.813    0.606    3.643    3.230    0.185    3.383      8.850      7.360      9.900      7.970
    6.038    0.793    0.255    5.934    0.956    0.650      9.000     18.010     12.000     17.840
    4.351    0.387    1.266    1.066    0.571    5.291      9.000     42.260      9.150     42.700
    3.662    0.838    2.031    3.316    0.194    2.271      9.150     22.430      9.750     21.390
    3.316    0.194    2.271    5.995    0.561    0.363      9.150     22.430     10.350     22.780
    2.104    0.955    3.860    1.422    0.615    5.543      9.300     40.700      9.450     40.620
    2.104    0.955    3.860    1.066    0.571    5.291      9.300     40.880      9.900     40.880
    1.422    0.615    5.543    0.176    1.161    5.828      9.450     40.620     11.400     38.280
    0.176    1.161    5.828    2.104    0.955    3.860      9.450     40.620      9.900     40.880
    5.934    0.956    0.650    3.316    0.194    2.271      9.750     21.390     10.350     21.220
    2.963    0.759    2.976    3.351    0.678    2.966      9.750     30.570      9.750     35.250
    3.351    0.678    2.966    5.995    0.561    0.363      9.750     30.570     10.350     29.700
    1.422    0.615    5.543    3.351    0.678    2.966      9.750     35.250     11.250     36.810
    3.230    0.185    3.383    6.209    0.651    0.589      9.900      7.970     10.500     10.050
    6.209    0.651    0.589    2.813    0.606    3.643      9.900      7.970     10.200      7.450
    0.176    1.161    5.828    1.066    0.571    5.291      9.900     40.880     11.400     42.440
    2.528    0.848    3.962    5.633    0.648    0.161     10.050      3.200     10.200      3.290
    6.209    0.651    0.589    5.831    0.392    1.080     10.200      7.450     10.500      7.450
    1.383    0.810    5.549    3.316    0.194    2.271     10.350     21.220     10.350     22.780
    1.383    0.810    5.549    5.934    0.956    0.650     10.350     21.220     12.150     19.660
    5.995    0.561    0.363    1.383    0.810    5.549     10.350     22.780     11.550     24.850
    5.995    0.561    0.363    3.344    0.418    3.603     10.350     29.700     11.550     24.850
    3.344    0.418    3.603    3.351    0.678    2.966     10.350     29.700     10.800     31.000
    3.344    0.418    3.603    3.351    0.678    2.966     10.800     31.000     14.700     33.430
    4.430    1.183    1.625    5.209    0.173    6.012     10.500      1.910     10.650      1.470
    1.937    0.604    4.127    5.633    0.648    0.161     10.500      3.810     10.500      4.330
    5.831    0.392    1.080    1.937    0.604    4.127     10.500      4.330     11.550      5.630
    6.209    0.651    0.589    3.941    0.450    2.461     10.500      7.450     12.000      7.970
    3.941    0.450    2.461    5.831    0.392    1.080     10.500      7.450     11.700      6.580
    3.230    0.185    3.383    5.567    0.825    0.419     10.500     10.050     10.500     10.220
    5.567    0.825    0.419    6.209    0.651    0.589     10.500     10.050     11.550      9.960
    5.567    0.825    0.419    1.130    0.633    4.675     10.500     10.220     12.300     11.090
    1.130    0.633    4.675    3.230    0.185    3.383     10.500     10.220     10.500     13.340
    1.130    0.633    4.675    6.038    0.793    0.255     10.500     13.340     11.400     13.680
    5.614    0.545    0.073    4.430    1.183    1.625     10.650      1.470     10.350      0.090
    5.209    0.173    6.012    5.614    0.545    0.073     10.650      1.470     13.050      0.610
    1.066    0.571    5.291    1.496    0.680    5.378     10.800     42.950     11.250     42.700
    1.937    0.604    4.127    5.742    0.746    0.021     10.950      3.200     11.400      2.770
    1.422    0.615    5.543    0.641    0.701    4.958     11.250     36.810     11.400     38.280
    0.641    0.701    4.958    3.351    0.678    2.966     11.250     36.810     13.950     36.810
    6.038    0.793    0.255    5.738    0.962    0.337     11.400     13.680     12.150     16.190
    6.038    0.793    0.255    5.738    0.962    0.337     12.150     16.190     13.650     16.710
    5.738    0.962    0.337    1.130    0.633    4.675     11.400     13.680     12.300     13.340
    0.641    0.701    4.958    0.176    1.161    5.828     11.400     38.280     13.800     39.660
    1.937    0.604    4.127    5.209    0.173    6.012     11.550      2.510     12.600      2.420
    5.831    0.392    1.080    6.087    1.211    0.027     11.550      5.630     11.700      6.580
    6.087    1.211    0.027    1.937    0.604    4.127     11.550      5.630     13.200      6.060
    6.209    0.651    0.589    2.145    0.173    4.821     11.550      9.960     12.000      7.970
    2.145    0.173    4.821    5.567    0.825    0.419     11.550      9.960     12.300     10.570
    3.344    0.418    3.603    1.383    0.810    5.549     11.550     24.850     14.100     23.730
    6.087    1.211    0.027    3.941    0.450    2.461     11.700      6.580     12.300      7.450
    2.145    0.173    4.821    3.941    0.450    2.461     12.000      7.970     12.300      7.620
    5.934    0.956    0.650    2.763    0.258    3.206     12.000     17.840     12.150     19.660
    2.763    0.258    3.206    6.038    0.793    0.255     12.000     17.840     13.200     17.840
    1.383    0.810    5.549    2.763    0.258    3.206     12.150     19.660     13.050     19.310
    3.941    0.450    2.461    6.180    0.337    0.093     12.300      7.450     12.300      7.620
    6.180    0.337    0.093    6.087    1.211    0.027     12.300      7.450     13.200      6.580
    6.180    0.337    0.093    2.145    0.173    4.821     12.300      7.620     13.350      7.880
    3.934    0.724    2.319    5.567    0.825    0.419     12.300     10.570     12.300     11.090
    3.934    0.724    2.319    2.145    0.173    4.821     12.300     10.570     12.750     10.480
    1.130    0.633    4.675    3.934    0.724    2.319     12.300     11.090     12.450     11.860
    1.130    0.633    4.675    1.978    0.412    3.994     12.300     13.340     12.450     11.860
    1.978    0.412    3.994    5.738    0.962    0.337     12.300     13.340     13.050     13.420
    1.978    0.412    3.994    3.934    0.724    2.319     12.450     11.860     13.500     13.160
    5.209    0.173    6.012    5.799    0.413    0.185     12.600      2.420     13.500      0.690
    5.799    0.413    0.185    1.937    0.604    4.127     12.600      2.420     13.650      2.510
    2.145    0.173    4.821    5.806    0.531    0.682     12.750     10.480     13.800      8.490
    5.806    0.531    0.682    3.934    0.724    2.319     12.750     10.480     15.450     10.480
    5.614    0.545    0.073    1.962    0.603    3.939     13.050      0.610     12.750      0.090
    1.962    0.603    3.939    5.209    0.173    6.012     13.050      0.610     13.500      0.690
    5.738    0.962    0.337    4.118    0.134    2.444     13.050     13.420     13.650     16.710
    4.118    0.134    2.444    1.978    0.412    3.994     13.050     13.420     13.500     13.160
    2.763    0.258    3.206    5.698    1.017    0.173     13.050     19.310     13.200     17.840
    5.698    1.017    0.173    1.383    0.810    5.549     13.050     19.310     15.000     20.610
    3.560    0.614    2.809    0.176    1.161    5.828     13.050     42.700     13.200     42.780
    1.937    0.604    4.127    5.327    0.885    1.097     13.200      6.060     14.250      5.280
    6.087    1.211    0.027    5.327    0.885    1.097     13.200      6.060     13.200      6.580
    5.327    0.885    1.097    6.180    0.337    0.093     13.200      6.580     13.800      7.100
    5.698    1.017    0.173    6.038    0.793    0.255     13.200     17.840     13.800     16.970
    6.180    0.337    0.093    6.161    0.347    0.231     13.350      7.880     13.800      7.100
    6.161    0.347    0.231    2.145    0.173    4.821     13.350      7.880     13.800      8.490
    5.799    0.413    0.185    1.962    0.603    3.939     13.500      0.690     13.800      0.690
    4.118    0.134    2.444    3.934    0.724    2.319     13.500     13.160     16.050     11.520
    1.937    0.604    4.127    5.768    0.434    0.807     13.650      2.510     14.250      3.720
    5.768    0.434    0.807    5.799    0.413    0.185     13.650      2.510     13.800      0.690
    4.118    0.134    2.444    6.038    0.793    0.255     13.650     16.710     13.800     16.970
    5.768    0.434    0.807    1.962    0.603    3.939     13.800      0.690     14.250      0.090
    5.327    0.885    1.097    6.161    0.347    0.231     13.800      7.100     14.550      7.190
    5.806    0.531    0.682    6.161    0.347    0.231     13.800      8.490     14.850      8.400
    4.118    0.134    2.444    5.698    1.017    0.173     13.800     16.970     16.500     16.970
    0.176    1.161    5.828    4.641    0.618    1.927     13.800     39.660     13.950     42.180
    4.641    0.618    1.927    0.641    0.701    4.958     13.800     39.660     15.300     38.620
    0.641    0.701    4.958    3.221    0.550    3.087     13.950     36.810     15.300     38.620
    3.221    0.550    3.087    3.351    0.678    2.966     13.950     36.810     14.700     33.430
    1.383    0.810    5.549    5.046    0.607    1.211     14.100     23.730     15.000     20.610
    5.046    0.607    1.211    3.344    0.418    3.603     14.100     23.730     15.750     25.370
    5.768    0.434    0.807    4.880    0.481    2.139     14.250      3.720     15.300      3.810
    4.880    0.481    2.139    1.937    0.604    4.127     14.250      3.720     14.250      5.280
    4.880    0.481    2.139    5.327    0.885    1.097     14.250      5.280     14.850      5.630
    6.161    0.347    0.231    5.786    0.292    0.321     14.550      7.190     14.850      8.400
    5.786    0.292    0.321    5.327    0.885    1.097     14.550      7.190     14.850      5.630
    3.221    0.550    3.087    3.344    0.418    3.603     14.700     33.430     16.500     32.560
    5.786    0.292    0.321    4.880    0.481    2.139     14.850      5.630     15.450      5.280
    5.786    0.292    0.321    5.806    0.531    0.682     14.850      8.400     15.300      9.010
    5.698    1.017    0.173    5.046    0.607    1.211     15.000     20.610     18.000     18.530
    4.880    0.481    2.139    5.736    1.150    0.289     15.300      3.810     15.450      5.280
    5.736    1.150    0.289    5.768    0.434    0.807     15.300      3.810     17.100      2.420
    5.736    1.150    0.289    5.768    0.434    0.807     17.100      2.420     19.350      2.170
    5.806    0.531    0.682    1.629    0.198    4.681     15.300      9.010     15.450     10.480
    1.629    0.198    4.681    5.786    0.292    0.321     15.300      9.010     15.750      8.400
    1.629    0.198    4.681    5.786    0.292    0.321     15.750      8.400     18.150      9.270
    4.641    0.618    1.927    3.221    0.550    3.087     15.300     38.620     18.150     40.100
    5.736    1.150    0.289    5.786    0.292    0.321     15.450      5.280     18.750      6.150
    1.629    0.198    4.681    3.934    0.724    2.319     15.450     10.480     15.750     11.000
