# segment file written by condition_segs: version 05/07/22
# some SrTiO3 data from http://mimp.materials.cmu.edu/~gr20/Grain_Boundary_Data_Archive/SrTiO3_1/SrT
# comment: Some SrTiO3 data from the Grain_Boundary_Data_Archive                                               
#   phi1     PHI      phi2     phi1     PHI      phi2        x1         y1         x2         y2 
    2.740    0.409    3.807    1.624    0.200    4.683     17.400     11.090     18.150      9.790
    2.740    0.409    3.807    1.240    0.198    4.831     17.550     11.520     19.500     12.120
    2.742    0.117    4.055    1.240    0.198    4.831     17.700     14.200     19.650     13.420
    2.742    0.117    4.055    3.747    0.726    3.123     17.700     18.010     19.200     17.840
    3.747    0.726    3.123    2.880    0.578    2.869     17.700     18.010     18.000     18.880
    5.045    0.607    1.213    3.747    0.726    3.123     18.000     18.880     18.900     19.050
    2.740    0.409    3.807    5.784    0.293    0.324     18.150      9.790     18.900      9.700
    4.640    0.619    1.926    4.145    0.741    2.050     18.150     40.440     18.600     42.780
    4.145    0.741    2.050    3.273    0.591    3.039     18.150     40.440     22.050     40.620
    5.784    0.293    0.324    2.123    0.635    3.921     18.900      6.410     19.650      7.710
    2.123    0.635    3.921    5.734    1.149    0.290     18.900      6.410     21.000      5.540
    5.784    0.293    0.324    0.108    0.083    5.675     18.900      9.700     19.650      7.710
    0.108    0.083    5.675    2.740    0.409    3.807     18.900      9.700     20.400     11.090
    3.747    0.726    3.123    1.108    0.460    5.923     18.900     19.050     19.200     17.840
    1.108    0.460    5.923    5.045    0.607    1.213     18.900     19.050     20.100     19.400
    1.108    0.460    5.923    5.045    0.607    1.213     20.100     19.400     21.900     22.690
    5.769    0.434    0.808    0.922    0.335    4.645     19.200      1.390     16.350      0.090
    0.922    0.335    4.645    1.936    0.687    4.473     19.200      1.390     20.250      0.430
    5.769    0.434    0.808    1.936    0.687    4.473     19.200      1.390     19.200      2.250
    5.734    1.149    0.290    1.936    0.687    4.473     19.200      2.250     21.000      2.770
    1.108    0.460    5.923    2.742    0.117    4.055     19.200     17.840     21.150     16.190
    1.240    0.198    4.831    3.354    0.447    3.639     19.500     12.120     19.650     13.420
    3.354    0.447    3.639    2.740    0.409    3.807     19.500     12.120     20.250     12.040
    0.108    0.083    5.675    2.123    0.635    3.921     19.650      7.710     21.750      7.360
    2.742    0.117    4.055    3.354    0.447    3.639     19.650     13.420     20.250     13.600
    1.936    0.687    4.473    5.097    0.514    1.527     20.250      0.430     21.000      1.730
    5.097    0.514    1.527    0.922    0.335    4.645     20.250      0.430     20.400      0.170
    2.740    0.409    3.807    1.167    0.459    5.639     20.250     12.040     20.400     11.090
    1.167    0.459    5.639    3.354    0.447    3.639     20.250     12.040     20.400     12.300
    3.354    0.447    3.639    3.839    1.041    2.295     20.250     13.600     20.400     12.300
    3.839    1.041    2.295    2.742    0.117    4.055     20.250     13.600     21.150     16.190
    1.167    0.459    5.639    0.108    0.083    5.675     20.400     11.090     21.000     10.570
    1.167    0.459    5.639    3.839    1.041    2.295     20.400     12.300     21.450     12.040
    2.769    0.155    3.469    1.936    0.687    4.473     21.000      1.730     21.150      2.680
    2.769    0.155    3.469    5.097    0.514    1.527     21.000      1.730     21.900      0.690
    5.734    1.149    0.290    1.393    0.772    5.435     21.000      2.770     21.000      5.540
    1.393    0.772    5.435    1.936    0.687    4.473     21.000      2.770     21.150      2.680
    1.393    0.772    5.435    2.123    0.635    3.921     21.000      5.540     22.050      6.150
    1.167    0.459    5.639    5.031    0.461    1.411     21.000     10.570     21.000     10.740
    5.031    0.461    1.411    0.108    0.083    5.675     21.000     10.570     22.650      9.440
    1.167    0.459    5.639    5.031    0.461    1.411     21.000     11.090     21.450     12.040
    2.769    0.155    3.469    1.393    0.772    5.435     21.150      2.680     24.000      3.460
    3.839    1.041    2.295    1.108    0.460    5.923     21.150     16.190     22.950     16.710
    5.031    0.461    1.411    3.839    1.041    2.295     21.450     12.040     22.500     12.120
    2.123    0.635    3.921    0.229    0.420    6.155     21.750      7.360     22.050      6.320
    0.229    0.420    6.155    0.108    0.083    5.675     21.750      7.360     22.050      7.710
    1.108    0.460    5.923    4.831    0.409    0.807     21.900     22.690     24.000     23.040
    2.123    0.635    3.921    1.457    0.790    5.563     22.050      6.150     22.050      6.320
    1.457    0.790    5.563    1.393    0.772    5.435     22.050      6.150     24.150      3.550
    1.457    0.790    5.563    0.229    0.420    6.155     22.050      6.320     22.500      7.100
    0.108    0.083    5.675    4.381    0.573    2.262     22.050      7.710     22.650      9.440
    4.381    0.573    2.262    0.229    0.420    6.155     22.050      7.710     22.500      7.100
    3.273    0.591    3.039    1.939    0.313    5.459     22.050     40.620     22.500     40.180
    1.939    0.313    5.459    4.145    0.741    2.050     22.050     40.620     22.500     41.920
    1.457    0.790    5.563    4.381    0.573    2.262     22.500      7.100     25.050      7.190
    3.839    1.041    2.295    0.930    0.433    4.759     22.500     12.120     24.450     12.380
    0.930    0.433    4.759    5.031    0.461    1.411     22.500     12.120     23.100      9.700
    1.939    0.313    5.459    4.831    0.409    0.807     22.500     40.180     24.000     39.660
    4.381    0.573    2.262    5.031    0.461    1.411     22.650      9.440     23.100      9.700
    3.839    1.041    2.295    0.032    0.504    6.095     22.950     16.710     25.050     14.640
    0.032    0.504    6.095    1.108    0.460    5.923     22.950     16.710     25.950     19.310
    5.759    0.512    0.580    1.939    0.313    5.459     22.950     42.000     24.000     41.400
    4.381    0.573    2.262    0.930    0.433    4.759     23.100      9.700     24.000      9.700
    2.769    0.155    3.469    6.114    1.283    0.244     24.000      3.460     24.600      1.730
    1.393    0.772    5.435    6.114    1.283    0.244     24.000      3.460     24.150      3.550
    4.381    0.573    2.262    1.091    0.636    5.859     24.000      9.700     24.600      9.180
    1.091    0.636    5.859    0.930    0.433    4.759     24.000      9.700     25.200     12.300
    4.831    0.409    0.807    1.587    0.625    4.082     24.000     23.040     25.500     23.730
    1.587    0.625    4.082    1.108    0.460    5.923     24.000     23.040     25.350     22.780
    1.939    0.313    5.459    4.441    0.503    2.545     24.000     39.660     24.000     41.400
    4.441    0.503    2.545    4.831    0.409    0.807     24.000     39.660     26.850     38.540
    4.441    0.503    2.545    5.759    0.512    0.580     24.000     41.400     26.700     42.440
    1.457    0.790    5.563    6.114    1.283    0.244     24.150      3.550     24.600      3.810
    3.839    1.041    2.295    5.171    0.563    1.881     24.450     12.380     25.050     14.640
    5.171    0.563    1.881    0.930    0.433    4.759     24.450     12.380     25.200     12.300
    1.457    0.790    5.563    0.595    0.571    5.459     24.600      3.810     25.800      6.410
    0.595    0.571    5.459    6.114    1.283    0.244     24.600      3.810     25.050      3.720
    4.381    0.573    2.262    4.064    0.721    2.543     24.600      9.180     25.050      7.190
    4.064    0.721    2.543    1.091    0.636    5.859     24.600      9.180     27.300      9.530
    6.114    1.283    0.244    4.226    0.747    2.080     25.050      3.720     25.500      2.250
    4.226    0.747    2.080    0.595    0.571    5.459     25.050      3.720     27.600      5.370
    4.064    0.721    2.543    1.457    0.790    5.563     25.050      7.190     25.800      6.410
    5.171    0.563    1.881    0.032    0.504    6.095     25.050     14.640     27.150     14.640
    1.091    0.636    5.859    5.171    0.563    1.881     25.200     12.300     26.550     12.380
    1.587    0.625    4.082    1.970    0.873    3.898     25.350     22.780     25.500     23.730
    1.970    0.873    3.898    1.108    0.460    5.923     25.350     22.780     25.650     22.430
    1.970    0.873    3.898    4.831    0.409    0.807     25.500     23.730     28.200     24.600
    1.108    0.460    5.923    1.183    0.698    5.444     25.650     22.430     26.250     20.870
    1.183    0.698    5.444    1.970    0.873    3.898     25.650     22.430     28.200     24.600
    4.064    0.721    2.543    0.595    0.571    5.459     25.800      6.410     26.100      6.410
    0.032    0.504    6.095    4.820    0.514    1.303     25.950     19.310     26.250     18.790
    4.820    0.514    1.303    1.108    0.460    5.923     25.950     19.310     26.250     20.870
    4.064    0.721    2.543    6.266    0.723    5.968     26.100      6.410     25.950      7.360
    4.064    0.721    2.543    6.266    0.723    5.968     25.950      7.360     27.450      7.710
    6.266    0.723    5.968    0.595    0.571    5.459     26.100      6.410     27.600      6.060
    5.759    0.512    0.580    4.842    0.729    2.149     26.100     42.950     26.250     42.700
    0.032    0.504    6.095    0.729    0.855    5.277     26.250     18.790     27.150     14.640
    0.729    0.855    5.277    4.820    0.514    1.303     26.250     18.790     27.750     19.660
    4.820    0.514    1.303    1.183    0.698    5.444     26.250     20.870     27.450     20.870
    5.171    0.563    1.881    1.417    0.525    5.240     26.550     12.380     27.600     13.680
    1.417    0.525    5.240    1.091    0.636    5.859     26.550     12.380     26.850     12.040
    1.091    0.636    5.859    5.720    0.642    0.153     26.850     12.040     27.150     11.000
    5.720    0.642    0.153    1.417    0.525    5.240     26.850     12.040     28.350     12.900
    4.831    0.409    0.807    3.396    0.706    3.523     26.850     38.540     30.600     35.680
    3.396    0.706    3.523    4.441    0.503    2.545     26.850     38.540     28.500     41.400
    1.091    0.636    5.859    2.023    0.607    4.354     27.150     11.000     27.300      9.530
    2.023    0.607    4.354    5.720    0.642    0.153     27.150     11.000     28.650     11.520
    5.171    0.563    1.881    0.729    0.855    5.277     27.150     14.640     27.600     13.680
    2.023    0.607    4.354    4.064    0.721    2.543     27.300      9.530     27.750      8.920
    4.064    0.721    2.543    0.544    0.447    5.027     27.450      7.710     27.750      8.920
    0.544    0.447    5.027    6.266    0.723    5.968     27.450      7.710     28.050      7.190
    4.820    0.514    1.303    2.687    0.300    3.115     27.450     20.870     27.750     19.660
    2.687    0.300    3.115    1.183    0.698    5.444     27.450     20.870     28.650     21.740
    2.687    0.300    3.115    1.183    0.698    5.444     28.650     21.740     32.400     21.650
    2.275    0.895    4.097    0.595    0.571    5.459     27.600      5.370     27.600      6.060
    2.275    0.895    4.097    4.226    0.747    2.080     27.600      5.370     29.100      3.980
    2.275    0.895    4.097    6.266    0.723    5.968     27.600      6.060     28.500      6.410
    0.729    0.855    5.277    1.417    0.525    5.240     27.600     13.680     28.500     13.340
    2.476    0.645    3.398    6.265    1.285    6.271     27.600     42.780     27.750     42.700
    0.544    0.447    5.027    2.023    0.607    4.354     27.750      8.920     28.800      9.010
    2.687    0.300    3.115    0.729    0.855    5.277     27.750     19.660     32.100     19.050
    0.544    0.447    5.027    1.063    0.460    5.729     28.050      7.190     28.800      7.620
    1.063    0.460    5.729    6.266    0.723    5.968     28.050      7.190     28.500      6.410
    6.265    1.285    6.271    4.441    0.503    2.545     28.050     42.000     28.500     41.920
    4.831    0.409    0.807    1.183    0.698    5.444     28.200     24.600     29.550     24.510
    1.417    0.525    5.240    4.243    0.579    2.218     28.350     12.900     28.500     13.340
    4.243    0.579    2.218    5.720    0.642    0.153     28.350     12.900     28.650     11.520
    1.063    0.460    5.729    2.275    0.895    4.097     28.500      6.410     29.550      6.150
    4.243    0.579    2.218    0.729    0.855    5.277     28.500     13.340     31.650     14.980
    3.396    0.706    3.523    5.713    0.924    0.229     28.500     41.400     28.800     41.920
    4.441    0.503    2.545    5.713    0.924    0.229     28.500     41.400     28.500     41.920
    5.713    0.924    0.229    6.265    1.285    6.271     28.500     41.920     28.800     41.920
    0.444    0.638    0.008    4.226    0.747    2.080     28.650      2.680     29.100      3.980
    2.023    0.607    4.354    4.243    0.579    2.218     28.650     11.520     30.300     10.220
    1.063    0.460    5.729    4.876    0.443    1.176     28.800      7.620     29.700      6.580
    4.876    0.443    1.176    0.544    0.447    5.027     28.800      7.620     28.800      9.010
    2.023    0.607    4.354    4.876    0.443    1.176     28.800      9.010     30.300     10.220
    3.396    0.706    3.523    6.265    1.285    6.271     28.800     41.920     28.950     42.000
    0.444    0.638    0.008    2.275    0.895    4.097     29.100      3.980     32.100      5.020
    0.950    0.386    5.489    2.478    0.638    3.401     29.100     42.780     29.250     43.040
    1.063    0.460    5.729    3.050    0.531    3.107     29.550      6.150     29.700      6.580
    3.050    0.531    3.107    2.275    0.895    4.097     29.550      6.150     31.650      5.800
    1.183    0.698    5.444    5.870    0.799    1.059     29.550     24.510     30.600     24.080
    1.183    0.698    5.444    5.870    0.799    1.059     30.600     24.080     30.600     25.110
    5.870    0.799    1.059    4.831    0.409    0.807     29.550     24.510     30.600     25.110
    3.063    0.281    3.188    1.737    0.371    4.810     29.550     42.520     29.700     42.440
    3.063    0.281    3.188    2.478    0.638    3.401     29.550     42.700     29.700     42.950
    3.050    0.531    3.107    4.876    0.443    1.176     29.700      6.580     31.800      7.100
    3.396    0.706    3.523    3.042    0.264    3.224     29.700     41.920     30.000     41.920
    3.396    0.706    3.523    3.043    0.290    3.213     30.150     42.180     30.300     42.260
    4.876    0.443    1.176    4.243    0.579    2.218     30.300     10.220     32.250     10.480
    4.831    0.409    0.807    1.183    0.698    5.444     30.600     25.110     31.500     25.630
    4.831    0.409    0.807    1.273    0.674    5.708     30.600     35.680     31.500     33.080
    4.831    0.409    0.807    1.273    0.674    5.708     31.500     33.080     31.500     26.330
    1.273    0.674    5.708    3.396    0.706    3.523     30.600     35.680     34.950     37.330
    3.396    0.706    3.523    0.855    0.143    5.837     30.600     42.260     31.200     42.260
    4.831    0.409    0.807    1.157    0.693    4.682     31.500     25.630     31.500     26.330
    1.157    0.693    4.682    1.183    0.698    5.444     31.500     25.630     32.400     25.630
    1.157    0.693    4.682    1.273    0.674    5.708     31.500     26.330     32.400     25.630
    2.275    0.895    4.097    3.077    0.451    3.832     31.650      5.800     32.100      5.020
    3.077    0.451    3.832    3.050    0.531    3.107     31.650      5.800     31.800      7.100
    0.729    0.855    5.277    2.499    0.998    4.064     31.650     14.980     32.700     18.530
    2.499    0.998    4.064    4.243    0.579    2.218     31.650     14.980     32.850     13.940
    3.077    0.451    3.832    4.876    0.443    1.176     31.800      7.100     32.100      7.450
    0.444    0.638    0.008    3.077    0.451    3.832     32.100      5.020     33.450      4.240
    4.876    0.443    1.176    0.625    0.653    4.924     32.100      7.450     32.550      9.270
    0.625    0.653    4.924    3.077    0.451    3.832     32.100      7.450     33.300      8.140
    0.729    0.855    5.277    6.234    0.739    6.166     32.100     19.050     32.700     18.530
    6.234    0.739    6.166    2.687    0.300    3.115     32.100     19.050     32.550     20.700
    3.396    0.706    3.523    1.030    0.478    4.962     32.100     41.920     32.250     41.480
    4.876    0.443    1.176    5.448    0.754    0.374     32.250     10.480     32.550      9.270
    5.448    0.754    0.374    4.243    0.579    2.218     32.250     10.480     32.850     11.860
    2.687    0.300    3.115    4.069    0.514    2.311     32.400     21.650     32.550     20.700
    4.069    0.514    2.311    1.183    0.698    5.444     32.400     21.650     33.900     22.690
    1.273    0.674    5.708    1.183    0.698    5.444     32.400     25.630     34.050     25.030
    1.030    0.478    4.962    3.396    0.706    3.523     32.400     41.740     32.400     41.920
    5.448    0.754    0.374    0.625    0.653    4.924     32.550      9.270     33.300      9.180
    4.069    0.514    2.311    6.234    0.739    6.166     32.550     20.700     33.900     20.610
    2.499    0.998    4.064    6.234    0.739    6.166     32.700     18.530     33.600     18.880
    3.396    0.706    3.523    0.932    0.807    5.745     32.700     41.920     34.950     37.330
    4.243    0.579    2.218    2.733    0.687    3.117     32.850     11.860     32.850     13.940
    2.733    0.687    3.117    5.448    0.754    0.374     32.850     11.860     34.950     13.080
    2.499    0.998    4.064    2.733    0.687    3.117     32.850     13.940     35.100     13.340
    0.932    0.807    5.745    4.408    0.249    2.000     33.150     42.180     33.300     42.260
    3.077    0.451    3.832    0.480    0.650    6.278     33.300      8.140     34.650      7.880
    0.480    0.650    6.278    0.625    0.653    4.924     33.300      8.140     33.300      9.180
    0.480    0.650    6.278    5.448    0.754    0.374     33.300      9.180     34.650      8.920
    0.444    0.638    0.008    0.509    0.545    6.135     33.450      4.240     33.750      3.550
    0.509    0.545    6.135    3.077    0.451    3.832     33.450      4.240     34.200      4.500
    6.234    0.739    6.166    5.451    0.793    1.329     33.600     18.880     33.900     20.090
    5.451    0.793    1.329    2.499    0.998    4.064     33.600     18.880     35.100     18.530
    5.451    0.793    1.329    2.499    0.998    4.064     35.100     18.530     35.400     16.280
    6.234    0.739    6.166    5.451    0.793    1.329     33.900     20.440     33.900     20.610
    5.451    0.793    1.329    4.069    0.514    2.311     33.900     20.610     34.200     20.610
    4.069    0.514    2.311    5.993    0.436    0.190     33.900     22.690     34.200     20.610
    5.993    0.436    0.190    1.183    0.698    5.444     33.900     22.690     34.050     25.030
    5.993    0.436    0.190    1.273    0.674    5.708     34.050     25.030     36.450     24.510
    0.509    0.545    6.135    6.178    0.648    0.445     34.200      4.500     35.100      3.810
    6.178    0.648    0.445    3.077    0.451    3.832     34.200      4.500     35.100      6.410
    5.451    0.793    1.329    5.993    0.436    0.190     34.200     20.610     35.550     20.700
    0.932    0.807    5.745    2.744    0.769    3.911     34.200     42.950     34.800     42.780
    3.077    0.451    3.832    1.476    0.763    5.187     34.650      7.880     35.100      6.410
    1.476    0.763    5.187    0.480    0.650    6.278     34.650      7.880     34.650      8.920
    1.476    0.763    5.187    5.448    0.754    0.374     34.650      8.920     36.450      9.790
    0.932    0.807    5.745    2.744    0.769    3.911     34.650     43.040     34.800     42.950
    5.448    0.754    0.374    0.784    0.371    5.527     34.950     13.080     36.750     10.480
    0.784    0.371    5.527    2.733    0.687    3.117     34.950     13.080     35.100     13.340
    0.932    0.807    5.745    1.273    0.674    5.708     34.950     37.330     38.850     35.250
    1.476    0.763    5.187    6.178    0.648    0.445     35.100      6.410     36.750      6.320
    0.784    0.371    5.527    2.499    0.998    4.064     35.100     13.340     36.300     13.680
    3.722    0.855    2.801    2.499    0.998    4.064     35.400     16.280     35.550     15.160
    5.451    0.793    1.329    3.722    0.855    2.801     35.400     16.280     36.300     15.930
    2.499    0.998    4.064    4.639    0.568    1.832     35.550     15.160     36.300     13.680
    4.639    0.568    1.832    3.722    0.855    2.801     35.550     15.160     36.300     15.930
    5.993    0.436    0.190    4.176    0.723    2.584     35.550     20.700     36.300     20.960
    5.993    0.436    0.190    4.176    0.723    2.584     36.300     20.960     35.700     22.690
    5.993    0.436    0.190    4.176    0.723    2.584     35.700     22.690     36.450     24.510
    4.176    0.723    2.584    5.451    0.793    1.329     35.550     20.700     37.950     19.140
    4.639    0.568    1.832    0.784    0.371    5.527     36.300     13.680     37.950     13.600
    4.639    0.568    1.832    5.451    0.793    1.329     36.300     15.930     37.950     19.140
    5.448    0.754    0.374    3.719    0.977    2.244     36.450      9.790     36.750     10.310
    3.719    0.977    2.244    1.476    0.763    5.187     36.450      9.790     37.800      9.180
    4.176    0.723    2.584    1.273    0.674    5.708     36.450     24.510     40.800     27.190
    6.178    0.648    0.445    4.175    0.912    2.421     36.750      6.320     38.100      5.020
    4.175    0.912    2.421    1.476    0.763    5.187     36.750      6.320     37.800      9.180
    5.448    0.754    0.374    4.859    0.686    1.804     36.750     10.310     36.750     10.480
    4.859    0.686    1.804    3.719    0.977    2.244     36.750     10.310     37.950      9.790
    4.859    0.686    1.804    0.784    0.371    5.527     36.750     10.480     38.400     12.120
    4.175    0.912    2.421    3.719    0.977    2.244     37.800      9.180     37.950      9.270
    6.178    0.648    0.445    0.983    0.311    5.314     37.950      4.590     38.100      5.020
    1.434    1.313    4.702    3.719    0.977    2.244     37.950      9.270     37.950      9.790
    1.434    1.313    4.702    4.175    0.912    2.421     37.950      9.270     38.850      8.230
    4.859    0.686    1.804    1.434    1.313    4.702     37.950      9.790     39.750     11.520
    0.784    0.371    5.527    6.204    0.342    5.614     37.950     13.600     38.400     12.120
    6.204    0.342    5.614    4.639    0.568    1.832     37.950     13.600     39.900     14.200
    6.204    0.342    5.614    4.639    0.568    1.832     39.900     14.200     40.800     13.340
    4.176    0.723    2.584    4.639    0.568    1.832     37.950     19.140     40.050     19.310
    4.176    0.723    2.584    4.639    0.568    1.832     40.050     19.310     42.900     21.480
    0.983    0.311    5.314    4.175    0.912    2.421     38.100      5.020     38.250      4.590
    6.204    0.342    5.614    4.859    0.686    1.804     38.400     12.120     39.450     11.860
    4.293    0.718    1.604    1.273    0.674    5.708     38.850     35.250     38.400     31.870
    4.293    0.718    1.604    1.273    0.674    5.708     38.400     31.870     40.800     27.190
    0.932    0.807    5.745    4.293    0.718    1.604     38.850     35.250     41.400     36.550
    6.204    0.342    5.614    5.110    0.215    0.741     39.450     11.860     40.800     13.340
    5.110    0.215    0.741    4.859    0.686    1.804     39.450     11.860     39.750     11.520
    1.434    1.313    4.702    5.110    0.215    0.741     39.750     11.520     41.250     11.000
    4.175    0.912    2.421    5.485    0.425    1.311     40.050      7.880     41.100      5.370
    4.175    0.912    2.421    1.640    0.276    4.921     40.350      4.590     40.650      5.110
    5.485    0.425    1.311    1.434    1.313    4.702     40.650      8.920     41.400      9.530
    5.110    0.215    0.741    4.639    0.568    1.832     40.800     13.340     42.900     12.820
    4.293    0.718    1.604    4.176    0.723    2.584     40.800     27.190     41.250     27.110
    4.050    0.742    1.518    5.485    0.425    1.311     41.250      5.280     42.900      5.020
    4.050    0.742    1.518    5.485    0.425    1.311     42.900      5.020     43.350      4.070
    1.434    1.313    4.702    5.371    0.699    1.610     41.250     11.000     41.400      9.530
    5.371    0.699    1.610    5.110    0.215    0.741     41.250     11.000     42.900     11.600
    4.176    0.723    2.584    2.389    0.720    4.615     41.250     27.110     43.350     23.470
    2.389    0.720    4.615    4.293    0.718    1.604     41.250     27.110     43.650     28.490
    5.371    0.699    1.610    5.485    0.425    1.311     41.400      9.530     43.050      9.960
    0.932    0.807    5.745    0.911    0.618    6.127     41.400     36.550     43.950     41.480
    0.911    0.618    6.127    4.293    0.718    1.604     41.400     36.550     43.650     33.170
    0.911    0.618    6.127    4.293    0.718    1.604     43.650     33.170     44.700     32.910
    2.377    0.676    3.335    3.309    0.662    2.296     41.700      2.770     41.700      3.290
    2.766    0.654    3.976    2.377    0.676    3.335     41.850      2.680     42.300      3.290
    4.050    0.742    1.518    2.377    0.676    3.335     41.850      3.550     42.300      3.290
    4.050    0.742    1.518    2.766    0.654    3.976     42.300      3.290     43.350      4.070
    4.399    0.393    1.920    5.110    0.215    0.741     42.900     11.600     42.900     12.820
    4.399    0.393    1.920    5.371    0.699    1.610     42.900     11.600     43.650     11.000
    4.399    0.393    1.920    4.639    0.568    1.832     42.900     12.820     44.850     15.500
    4.176    0.723    2.584    3.933    0.688    2.955     42.900     21.480     43.050     21.910
    3.933    0.688    2.955    4.639    0.568    1.832     42.900     21.480     45.300     20.610
    5.485    0.425    1.311    4.782    0.444    1.007     43.050      9.960     45.900      7.450
    4.782    0.444    1.007    5.371    0.699    1.610     43.050      9.960     43.650     11.000
    3.933    0.688    2.955    6.114    0.750    0.633     43.050     21.910     45.150     22.430
    6.114    0.750    0.633    4.176    0.723    2.584     43.050     21.910     43.350     23.470
    5.485    0.425    1.311    2.766    0.654    3.976     43.350      4.070     44.400      3.980
    6.114    0.750    0.633    2.389    0.720    4.615     43.350     23.470     44.700     23.730
    4.782    0.444    1.007    4.399    0.393    1.920     43.650     11.000     45.750     11.520
    4.293    0.718    1.604    2.043    0.636    4.886     43.650     28.490     45.150     30.570
    2.043    0.636    4.886    2.389    0.720    4.615     43.650     28.490     45.900     26.850
    2.043    0.636    4.886    2.389    0.720    4.615     45.900     26.850     46.200     25.110
    0.932    0.807    5.745    3.430    0.095    2.381     43.950     41.480     43.350     43.040
    3.430    0.095    2.381    0.911    0.618    6.127     43.950     41.480     44.100     41.400
    0.911    0.618    6.127    4.701    0.365    2.112     44.100     41.400     44.700     32.910
    4.701    0.365    2.112    3.430    0.095    2.381     44.100     41.400     44.850     42.700
    2.766    0.654    3.976    1.385    0.671    5.011     44.400      3.980     46.350      2.170
    1.385    0.671    5.011    5.485    0.425    1.311     44.400      3.980     44.850      5.110
    6.114    0.750    0.633    2.786    0.444    4.279     44.700     23.730     44.850     22.950
    2.786    0.444    4.279    2.389    0.720    4.615     44.700     23.730     45.900     24.600
    4.701    0.365    2.112    4.293    0.718    1.604     44.700     32.910     44.850     32.650
    3.430    0.095    2.381    1.892    0.670    3.862     44.700     42.950     44.850     42.700
    5.485    0.425    1.311    0.908    0.687    5.682     44.850      5.110     44.400      6.060
    5.485    0.425    1.311    0.908    0.687    5.682     44.400      6.060     45.900      7.450
    0.908    0.687    5.682    1.385    0.671    5.011     44.850      5.110     45.750      5.110
    4.639    0.568    1.832    1.239    0.198    5.415     44.850     15.500     44.700     16.970
    4.639    0.568    1.832    1.239    0.198    5.415     44.700     16.970     45.900     17.840
    1.239    0.198    5.415    4.399    0.393    1.920     44.850     15.500     46.200     14.900
    6.114    0.750    0.633    0.162    0.431    6.021     44.850     22.950     45.150     22.430
    0.162    0.431    6.021    2.786    0.444    4.279     44.850     22.950     45.900     23.040
    0.162    0.431    6.021    2.786    0.444    4.279     45.900     23.040     45.900     24.600
    5.646    0.576    1.204    4.293    0.718    1.604     44.850     32.650     44.400     31.350
    5.646    0.576    1.204    4.293    0.718    1.604     44.400     31.350     45.150     30.570
    4.701    0.365    2.112    5.646    0.576    1.204     44.850     32.650     46.650     32.300
    4.701    0.365    2.112    1.892    0.670    3.862     44.850     42.700     45.300     42.780
    3.933    0.688    2.955    0.162    0.431    6.021     45.150     22.430     45.450     21.390
    5.646    0.576    1.204    2.043    0.636    4.886     45.150     30.570     46.050     29.700
    4.639    0.568    1.832    2.194    0.982    4.125     45.300     20.090     45.900     17.840
    2.194    0.982    4.125    5.424    0.669    0.246     45.300     20.090     46.950     20.180
    4.639    0.568    1.832    5.424    0.669    0.246     45.300     20.090     45.300     20.610
    5.424    0.669    0.246    3.933    0.688    2.955     45.300     20.610     45.450     21.390
    5.424    0.669    0.246    0.162    0.431    6.021     45.450     21.390     46.800     21.130
    0.908    0.687    5.682    6.162    0.347    0.796     45.750      5.110     46.800      7.100
    6.162    0.347    0.796    1.385    0.671    5.011     45.750      5.110     47.400      3.980
    4.782    0.444    1.007    3.818    0.300    2.961     45.750     11.520     47.700      9.180
    3.818    0.300    2.961    4.399    0.393    1.920     45.750     11.520     46.800     12.120
    0.908    0.687    5.682    4.782    0.444    1.007     45.900      7.450     46.200      7.450
    2.194    0.982    4.125    1.239    0.198    5.415     45.900     17.840     47.550     18.100
    2.389    0.720    4.615    0.162    0.431    6.021     45.900     24.600     46.200     25.110
    2.766    0.654    3.976    2.699    0.802    3.799     46.050      0.430     46.350      2.170
    2.043    0.636    4.886    1.768    0.260    4.423     46.050     29.700     47.700     26.330
    1.768    0.260    4.423    5.646    0.576    1.204     46.050     29.700     46.650     32.300
    4.782    0.444    1.007    2.000    0.565    4.559     46.200      7.450     47.700      9.180
    2.000    0.565    4.559    0.908    0.687    5.682     46.200      7.450     46.800      7.100
    4.399    0.393    1.920    3.399    0.230    2.262     46.200     14.900     46.800     12.120
    3.399    0.230    2.262    1.239    0.198    5.415     46.200     14.900     48.600     15.420
    2.043    0.636    4.886    0.162    0.431    6.021     46.200     25.110     46.650     25.030
    3.117    0.563    2.836    4.701    0.365    2.112     46.200     42.780     46.800     42.780
    2.699    0.802    3.799    1.385    0.671    5.011     46.350      2.170     47.250      2.170
    0.162    0.431    6.021    5.568    0.380    0.613     46.650     25.030     48.450     23.470
    5.568    0.380    0.613    2.043    0.636    4.886     46.650     25.030     47.700     26.330
    1.768    0.260    4.423    4.701    0.365    2.112     46.650     32.300     52.800     36.200
    6.162    0.347    0.796    2.000    0.565    4.559     46.800      7.100     48.150      7.190
    3.399    0.230    2.262    3.818    0.300    2.961     46.800     12.120     49.500     12.300
    3.137    0.593    3.456    5.424    0.669    0.246     46.800     20.960     46.950     20.180
    5.424    0.669    0.246    4.963    0.751    1.722     46.800     20.960     46.800     21.130
    4.963    0.751    1.722    3.137    0.593    3.456     46.800     20.960     47.550     20.700
    4.963    0.751    1.722    0.162    0.431    6.021     46.800     21.130     48.450     23.470
    3.117    0.563    2.836    0.204    0.746    0.286     46.800     42.780     46.800     42.950
