# segment file written by condition_segs: version 05/07/22
# some SrTiO3 data from http://mimp.materials.cmu.edu/~gr20/Grain_Boundary_Data_Archive/SrTiO3_1/SrT
# comment: Some SrTiO3 data from the Grain_Boundary_Data_Archive                                               
#   phi1     PHI      phi2     phi1     PHI      phi2        x1         y1         x2         y2 
    4.955    0.613    1.013    5.582    0.577    1.473      3.600     15.930      4.050     15.160
    5.582    0.577    1.473    0.881    0.905    5.851      3.600     15.930      5.400     15.930
    5.055    0.684    1.730    2.060    0.405    3.872      3.750      7.880      4.200      7.450
    2.060    0.405    3.872    4.972    0.437    1.958      3.750      7.880      4.350      8.920
    4.288    0.734    2.582    4.980    0.596    1.115      3.750     14.640      5.100     13.860
    4.980    0.596    1.115    4.955    0.613    1.013      3.750     14.640      4.050     15.160
    0.023    0.510    5.483    5.995    0.560    0.363      3.750     25.550      5.100     24.770
    0.023    0.510    5.483    5.995    0.560    0.363      5.100     24.770      5.850     22.780
    5.995    0.560    0.363    2.657    0.482    4.285      3.750     25.550      4.200     27.890
    5.143    0.903    0.701    1.945    0.821    3.706      3.750     38.880      4.200     39.840
    1.945    0.821    3.706    1.053    0.546    4.386      3.750     38.880      4.800     38.280
    0.313    0.702    5.532    1.393    0.451    4.615      4.050     10.310      4.200     10.050
    0.313    0.702    5.532    4.522    0.387    1.840      4.050     10.480      4.050     11.000
    4.980    0.596    1.115    5.582    0.577    1.473      4.050     15.160      5.250     15.500
    1.725    0.683    5.244    3.225    0.183    3.388      4.200      3.290      5.100      5.540
    3.225    0.183    3.388    4.625    0.777    2.240      4.200      3.290      5.700      1.210
    2.060    0.405    3.872    0.890    0.832    4.978      4.200      7.450      5.250      7.190
    4.972    0.437    1.958    4.027    0.884    2.057      4.200      9.180      4.350      8.920
    4.027    0.884    2.057    4.866    0.586    1.989      4.200      9.180      4.800      9.530
    0.313    0.702    5.532    4.866    0.586    1.989      4.200     10.050      4.800      9.530
    1.293    0.753    4.724    0.313    0.702    5.532      4.200     11.600      4.650     12.040
    5.995    0.560    0.363    3.836    0.431    2.870      4.200     27.890      5.700     30.310
    4.728    0.754    1.389    2.628    0.396    3.343      4.200     30.830      4.200     34.120
    2.628    0.396    3.343    3.836    0.431    2.870      4.200     30.830      5.550     30.570
    2.628    0.396    3.343    1.053    0.546    4.386      4.200     34.120      4.650     34.210
    1.945    0.821    3.706    0.911    0.951    5.815      4.200     39.840      5.250     40.440
    1.058    0.315    5.692    1.504    0.598    5.531      4.200     41.740      4.350     42.000
    0.911    0.951    5.815    1.504    0.598    5.531      4.200     41.740      4.650     41.480
    1.058    0.315    5.692    3.165    0.618    3.567      4.200     42.950      4.650     42.700
    2.060    0.405    3.872    4.027    0.884    2.057      4.350      8.920      5.100      8.140
    1.058    0.315    5.692    2.701    0.927    3.978      4.350     42.000      4.800     42.260
    2.701    0.927    3.978    1.504    0.598    5.531      4.350     42.000      4.650     41.480
    0.313    0.702    5.532    4.288    0.734    2.582      4.650     12.040      4.800     12.300
    1.053    0.546    4.386    2.964    0.761    2.975      4.650     34.210      5.400     35.510
    2.964    0.761    2.975    2.628    0.396    3.343      4.650     34.210      5.700     32.560
    2.964    0.761    2.975    2.628    0.396    3.343      5.700     32.560      5.550     30.570
    2.701    0.927    3.978    0.911    0.951    5.815      4.650     41.480      4.800     41.400
    0.313    0.702    5.532    4.027    0.884    2.057      4.800      9.530      6.300     10.050
    0.313    0.702    5.532    4.931    0.493    2.103      4.800     12.300      5.250     12.900
    0.313    0.702    5.532    4.931    0.493    2.103      5.250     12.900      5.700     12.300
    4.931    0.493    2.103    4.288    0.734    2.582      4.800     12.300      5.100     13.860
    4.447    0.411    2.535    1.599    0.054    4.636      4.800     17.840      5.700     19.570
    1.599    0.054    4.636    0.881    0.905    5.851      4.800     17.840      5.850     16.710
    1.053    0.546    4.386    1.423    0.615    5.544      4.800     38.280      5.400     35.510
    1.423    0.615    5.544    1.945    0.821    3.706      4.800     38.280      6.300     39.140
    1.945    0.821    3.706    1.423    0.615    5.544      6.300     39.140      5.550     40.100
    0.023    0.510    5.483    3.660    0.839    2.029      4.950     21.220      5.850     22.780
    3.660    0.839    2.029    4.447    0.411    2.535      4.950     21.220      5.700     19.570
    2.701    0.927    3.978    4.998    0.160    1.399      4.950     41.480      5.100     41.920
    3.225    0.183    3.388    0.890    0.832    4.978      5.100      5.540      5.400      7.100
    2.060    0.405    3.872    5.335    0.779    0.670      5.100      8.140      5.250      7.190
    5.335    0.779    0.670    4.027    0.884    2.057      5.100      8.140      5.550      8.400
    4.931    0.493    2.103    4.980    0.596    1.115      5.100     13.860      5.400     14.900
    5.335    0.779    0.670    0.890    0.832    4.978      5.250      7.190      5.400      7.100
    5.582    0.577    1.473    0.507    0.604    6.208      5.250     15.500      5.400     15.930
    0.507    0.604    6.208    4.980    0.596    1.115      5.250     15.500      5.400     14.900
    2.695    0.927    3.972    4.998    0.160    1.399      5.250     41.480      5.250     42.000
    3.225    0.183    3.388    5.335    0.779    0.670      5.400      7.100      5.550      8.400
    4.931    0.493    2.103    0.507    0.604    6.208      5.400     14.900      7.050     14.120
    0.507    0.604    6.208    0.881    0.905    5.851      5.400     15.930      5.850     16.190
    1.423    0.615    5.544    2.964    0.761    2.975      5.400     35.510      9.300     34.990
    3.225    0.183    3.388    4.027    0.884    2.057      5.550      8.400      6.300      8.490
    3.225    0.183    3.388    4.027    0.884    2.057      6.300      8.490      6.450      9.960
    2.964    0.761    2.975    3.836    0.431    2.870      5.550     30.570      5.700     30.310
    2.695    0.927    3.972    4.058    0.658    2.279      5.550     41.480      5.700     41.920
    5.488    0.358    0.997    4.625    0.777    2.240      5.700      1.210      3.750      0.090
    3.225    0.183    3.388    5.488    0.358    0.997      5.700      1.210      7.050      1.130
    0.313    0.702    5.532    0.304    0.496    5.245      5.700     12.300      6.450     10.310
    0.304    0.496    5.245    4.931    0.493    2.103      5.700     12.300      7.650     12.900
    1.599    0.054    4.636    3.660    0.839    2.029      5.700     19.570      7.800     19.050
    2.964    0.761    2.975    5.995    0.560    0.363      5.700     30.310      9.300     30.480
    0.507    0.604    6.208    2.032    0.638    4.682      5.850     16.190      6.150     16.190
    0.881    0.905    5.851    2.032    0.638    4.682      5.850     16.190      5.850     16.710
    2.032    0.638    4.682    1.599    0.054    4.636      5.850     16.710      6.300     16.280
    5.995    0.560    0.363    3.660    0.839    2.029      5.850     22.780      9.450     22.430
    4.058    0.658    2.279    1.423    0.615    5.544      5.850     40.440      8.700     40.880
    0.507    0.604    6.208    3.643    0.429    3.300      6.150     16.190      7.500     15.420
    3.643    0.429    3.300    2.032    0.638    4.682      6.150     16.190      6.300     16.280
    1.599    0.054    4.636    3.643    0.429    3.300      6.300     16.280      6.600     16.800
    3.225    0.183    3.388    0.304    0.496    5.245      6.600     10.220      7.650     12.900
    1.599    0.054    4.636    6.070    0.139    0.404      6.600     16.800      7.800     19.050
    6.070    0.139    0.404    3.643    0.429    3.300      6.600     16.800      8.250     16.190
    1.424    0.301    5.497    4.058    0.658    2.279      6.600     42.780      7.200     42.950
    5.488    0.358    0.997    1.689    0.686    4.181      7.050      1.130      6.750      0.090
    1.689    0.686    4.181    3.225    0.183    3.388      7.050      1.130      8.700      1.730
    4.931    0.493    2.103    6.039    0.792    0.256      7.050     14.120      7.650     13.080
    6.039    0.792    0.256    0.507    0.604    6.208      7.050     14.120      7.500     15.420
    6.039    0.792    0.256    3.643    0.429    3.300      7.500     15.420      8.250     16.190
    4.931    0.493    2.103    3.225    0.183    3.388      7.650     12.900      7.650     13.080
    3.225    0.183    3.388    6.039    0.792    0.256      7.650     13.080      9.750     12.380
    6.070    0.139    0.404    3.660    0.839    2.029      7.800     19.050      9.000     18.880
    6.039    0.792    0.256    6.070    0.139    0.404      8.250     16.190      9.150     17.580
    3.225    0.183    3.388    5.643    0.655    0.152      8.700      1.730      7.950      3.720
    3.225    0.183    3.388    5.643    0.655    0.152      7.950      3.720      9.000      5.370
    5.643    0.655    0.152    1.689    0.686    4.181      8.700      1.730      8.850      1.650
    1.423    0.615    5.544    1.073    0.574    5.286      8.700     40.880      9.750     40.440
    1.073    0.574    5.286    4.058    0.658    2.279      8.700     40.880      8.700     41.220
    1.689    0.686    4.181    4.428    1.182    1.625      8.850      1.650      8.550      0.090
    4.428    1.182    1.625    5.643    0.655    0.152      8.850      1.650      9.150      1.990
    3.225    0.183    3.388    2.806    0.606    3.650      9.000      5.370      8.850      7.360
    3.225    0.183    3.388    2.806    0.606    3.650      8.850      7.360      9.750      7.710
    2.806    0.606    3.650    5.643    0.655    0.152      9.000      5.370      9.450      5.280
    3.660    0.839    2.029    3.714    0.864    2.432      9.000     18.880      9.900     21.130
    3.714    0.864    2.432    6.070    0.139    0.404      9.000     18.880      9.150     17.580
    1.073    0.574    5.286    4.365    0.400    1.238      9.000     42.440      9.150     42.520
    3.714    0.864    2.432    6.039    0.792    0.256      9.150     17.580     11.700     17.840
    5.995    0.560    0.363    3.351    0.679    2.966      9.300     30.480     10.050     29.700
    3.351    0.679    2.966    2.964    0.761    2.975      9.300     30.480     10.200     33.600
    3.351    0.679    2.966    2.964    0.761    2.975     10.200     33.600      9.300     34.990
    1.423    0.615    5.544    3.351    0.679    2.966      9.300     34.990     11.250     36.810
    4.365    0.400    1.238    1.305    0.150    5.358      9.300     42.780      9.300     42.950
    3.660    0.839    2.029    3.317    0.183    2.276      9.450     22.430      9.900     21.130
    3.317    0.183    2.276    5.995    0.560    0.363      9.450     22.430     10.350     22.430
    1.073    0.574    5.286    1.305    0.150    5.358      9.450     42.700      9.900     42.950
    3.225    0.183    3.388    6.212    0.652    0.586      9.750      7.710     10.500     10.050
    6.212    0.652    0.586    2.806    0.606    3.650      9.750      7.710     10.350      7.360
    6.039    0.792    0.256    1.133    0.634    4.671      9.750     12.380     11.400     13.680
    1.133    0.634    4.671    3.225    0.183    3.388      9.750     12.380     10.500     10.220
    1.073    0.574    5.286    2.429    0.602    3.935      9.750     40.440     11.700     42.440
    2.429    0.602    3.935    1.423    0.615    5.544      9.750     40.440     11.550     38.020
    5.824    0.384    1.091    2.806    0.606    3.650      9.900      5.540     10.350      7.360
    3.714    0.864    2.432    3.317    0.183    2.276      9.900     21.130     10.350     21.220
    5.995    0.560    0.363    3.343    0.416    3.604     10.050     29.700     11.550     24.850
    3.343    0.416    3.604    3.351    0.679    2.966     10.050     29.700     14.850     33.340
    5.643    0.655    0.152    5.807    0.391    1.103     10.200      5.020     10.350      4.590
    5.205    0.169    1.308    4.428    1.182    1.625     10.350      1.990     10.800      1.210
    6.212    0.652    0.586    5.824    0.384    1.091     10.350      7.360     10.950      7.360
    1.382    0.811    5.549    3.317    0.183    2.276     10.350     21.220     10.350     22.430
    1.382    0.811    5.549    3.714    0.864    2.432     10.350     21.220     12.000     19.570
    1.382    0.811    5.549    5.995    0.560    0.363     10.350     22.430     11.550     24.850
    5.643    0.655    0.152    1.938    0.604    4.126     10.500      3.810     10.500      4.500
    1.938    0.604    4.126    5.807    0.391    1.103     10.500      4.850     10.500      5.020
    3.225    0.183    3.388    5.583    0.834    0.407     10.500     10.050     10.500     10.220
    6.212    0.652    0.586    5.583    0.834    0.407     10.500     10.050     11.550      9.790
    5.583    0.834    0.407    1.133    0.634    4.671     10.500     10.220     12.150     10.310
    1.938    0.604    4.126    5.824    0.384    1.091     10.650      5.280     11.550      5.630
    5.625    0.546    0.065    4.428    1.182    1.625     10.800      1.210     10.350      0.090
    5.205    0.169    1.308    5.625    0.546    0.065     10.800      1.210     12.600      0.350
    5.205    0.169    1.308    1.938    0.604    4.126     10.950      3.200     13.350      2.170
    5.824    0.384    1.091    3.931    0.452    2.474     10.950      7.360     11.700      6.580
    3.931    0.452    2.474    6.212    0.652    0.586     10.950      7.360     11.850      7.710
    1.423    0.615    5.544    0.642    0.700    4.958     11.250     36.810     11.550     38.020
    0.642    0.700    4.958    3.351    0.679    2.966     11.250     36.810     14.550     36.980
    6.039    0.792    0.256    3.144    0.687    2.699     11.400     13.680     12.000     15.930
    6.039    0.792    0.256    3.144    0.687    2.699     12.000     15.930     13.650     16.710
    3.144    0.687    2.699    1.133    0.634    4.671     11.400     13.680     12.150     12.900
    5.824    0.384    1.091    6.090    1.209    0.028     11.550      5.630     11.700      6.580
    6.090    1.209    0.028    1.938    0.604    4.126     11.550      5.630     13.200      5.890
    5.583    0.834    0.407    2.135    0.174    4.832     11.550      9.790     12.150     10.310
    2.135    0.174    4.832    6.212    0.652    0.586     11.550      9.790     11.850      7.710
    3.343    0.416    3.604    1.382    0.811    5.549     11.550     24.850     14.100     23.730
    0.642    0.700    4.958    2.429    0.602    3.935     11.550     38.020     13.800     39.660
    6.090    1.209    0.028    3.931    0.452    2.474     11.700      6.580     12.300      7.100
    3.714    0.864    2.432    2.760    0.262    3.216     11.700     17.840     12.000     19.570
    2.760    0.262    3.216    6.039    0.792    0.256     11.700     17.840     13.350     17.580
    2.429    0.602    3.935    3.738    0.859    2.091     11.700     42.440     13.350     43.040
    3.738    0.859    2.091    1.073    0.574    5.286     11.700     42.440     11.250     43.040
    2.135    0.174    4.832    3.931    0.452    2.474     11.850      7.710     12.300      7.620
    2.760    0.262    3.216    1.382    0.811    5.549     12.000     19.570     13.350     18.790
    1.133    0.634    4.671    2.135    0.174    4.832     12.150     10.310     12.600     10.570
    4.347    1.274    1.861    1.133    0.634    4.671     12.150     12.900     12.600     12.120
    3.144    0.687    2.699    4.347    1.274    1.861     12.150     12.900     13.200     13.160
    6.090    1.209    0.028    6.183    0.342    0.086     12.300      7.100     13.050      6.320
    6.183    0.342    0.086    3.931    0.452    2.474     12.300      7.100     12.300      7.620
    6.183    0.342    0.086    2.135    0.174    4.832     12.300      7.620     13.650      7.880
    5.625    0.546    0.065    1.958    0.601    3.939     12.600      0.350     12.750      0.090
    1.958    0.601    3.939    5.205    0.169    1.308     12.600      0.350     13.800      0.690
    3.928    0.731    2.325    1.133    0.634    4.671     12.600     10.570     12.600     12.120
    3.928    0.731    2.325    2.135    0.174    4.832     12.600     10.570     13.200     10.220
    4.347    1.274    1.861    3.928    0.731    2.325     12.600     12.120     13.500     12.820
    6.090    1.209    0.028    5.327    0.886    1.094     13.050      6.320     13.200      5.890
    5.327    0.886    1.094    6.183    0.342    0.086     13.050      6.320     13.950      7.190
    5.327    0.886    1.094    1.938    0.604    4.126     13.200      5.890     14.250      5.110
    2.135    0.174    4.832    5.798    0.528    0.689     13.200     10.220     13.800      8.490
    5.798    0.528    0.689    3.928    0.731    2.325     13.200     10.220     15.300     10.220
    3.144    0.687    2.699    4.106    0.135    2.457     13.200     13.160     13.650     16.710
    4.106    0.135    2.457    4.347    1.274    1.861     13.200     13.160     13.500     12.820
    5.205    0.169    1.308    5.767    0.433    0.809     13.350      2.170     13.800      0.690
    5.767    0.433    0.809    1.938    0.604    4.126     13.350      2.170     14.550      3.720
    5.698    1.016    0.174    2.760    0.262    3.216     13.350     17.580     13.350     18.790
    5.698    1.016    0.174    6.039    0.792    0.256     13.350     17.580     13.800     16.970
    5.698    1.016    0.174    1.382    0.811    5.549     13.350     18.790     15.150     20.180
    3.928    0.731    2.325    4.106    0.135    2.457     13.500     12.820     15.900     11.260
    6.183    0.342    0.086    6.174    0.351    0.221     13.650      7.880     13.950      7.190
    6.174    0.351    0.221    2.135    0.174    4.832     13.650      7.880     13.800      8.490
    4.106    0.135    2.457    6.039    0.792    0.256     13.650     16.710     13.800     16.970
    5.767    0.433    0.809    1.958    0.601    3.939     13.800      0.690     14.250      0.090
    5.798    0.528    0.689    6.174    0.351    0.221     13.800      8.490     14.850      8.400
    4.106    0.135    2.457    5.698    1.016    0.174     13.800     16.970     16.500     16.970
    2.429    0.602    3.935    4.642    0.615    1.925     13.800     39.660     14.100     42.440
    4.642    0.615    1.925    0.642    0.700    4.958     13.800     39.660     15.300     38.800
    6.174    0.351    0.221    5.327    0.886    1.094     13.950      7.190     14.850      6.670
    1.382    0.811    5.549    5.046    0.607    1.211     14.100     23.730     15.150     20.180
    5.046    0.607    1.211    3.343    0.416    3.604     14.100     23.730     15.750     25.550
    4.881    0.478    2.134    1.938    0.604    4.126     14.250      5.110     14.550      3.720
    5.327    0.886    1.094    4.881    0.478    2.134     14.250      5.110     15.150      5.630
    5.767    0.433    0.809    4.881    0.478    2.134     14.550      3.720     15.300      3.810
    3.351    0.679    2.966    3.222    0.550    3.087     14.550     36.980     14.850     33.340
    3.222    0.550    3.087    0.642    0.700    4.958     14.550     36.980     15.300     38.800
    4.642    0.615    1.925    3.168    0.579    3.346     14.550     42.700     14.700     42.780
    5.786    0.292    0.321    6.174    0.351    0.221     14.850      6.670     14.850      8.400
    5.786    0.292    0.321    5.327    0.886    1.094     14.850      6.670     15.150      5.630
    5.786    0.292    0.321    5.798    0.528    0.689     14.850      8.400     15.000      8.490
    3.343    0.416    3.604    3.222    0.550    3.087     14.850     33.340     16.500     32.560
    5.798    0.528    0.689    1.640    0.199    4.665     15.000      8.490     15.300     10.220
    1.640    0.199    4.665    5.786    0.292    0.321     15.000      8.490     18.000      9.010
    5.786    0.292    0.321    4.881    0.478    2.134     15.150      5.630     15.600      5.020
    5.046    0.607    1.211    5.698    1.016    0.174     15.150     20.180     18.150     18.100
    4.881    0.478    2.134    3.223    0.506    2.574     15.300      3.810     15.600      5.020
    3.223    0.506    2.574    5.767    0.433    0.809     15.300      3.810     16.800      2.420
    3.223    0.506    2.574    5.767    0.433    0.809     16.800      2.420     19.500      1.910
    1.640    0.199    4.665    3.928    0.731    2.325     15.300     10.220     15.900     10.570
    3.222    0.550    3.087    4.642    0.615    1.925     15.300     38.800     18.600     40.180
    3.223    0.506    2.574    5.786    0.292    0.321     15.600      5.020     18.750      6.150
    5.046    0.607    1.211    4.831    0.409    0.807     15.750     25.550     22.050     21.910
    4.831    0.409    0.807    3.343    0.416    3.604     15.750     25.550     14.550     27.630
    4.831    0.409    0.807    3.343    0.416    3.604     14.550     27.630     16.500     32.560
    4.995    0.564    0.579    3.928    0.731    2.325     15.900     10.570     15.900     11.260
    4.995    0.564    0.579    1.640    0.199    4.665     15.900     10.570     17.550     10.480
    4.995    0.564    0.579    4.106    0.135    2.457     15.900     11.260     16.650     11.340
    4.642    0.615    1.925    3.365    0.649    2.170     15.900     42.950     16.500     42.950
    4.106    0.135    2.457    0.685    0.546    5.332     16.500     16.970     16.950     16.710
    0.685    0.546    5.332    5.698    1.016    0.174     16.500     16.970     18.150     18.100
    4.831    0.409    0.807    3.222    0.550    3.087     16.500     32.560     21.150     35.250
    4.831    0.409    0.807    3.222    0.550    3.087     21.150     35.250     22.500     39.660
    4.106    0.135    2.457    1.242    0.196    4.829     16.650     11.340     17.700     13.680
    1.242    0.196    4.829    4.995    0.564    0.579     16.650     11.340     17.700     10.570
    4.106    0.135    2.457    2.732    0.118    4.065     16.950     16.710     17.700     13.680
    2.732    0.118    4.065    0.685    0.546    5.332     16.950     16.710     20.400     16.800
    1.640    0.199    4.665    2.736    0.409    3.812     17.550     10.480     18.000      9.010
    2.736    0.409    3.812    4.995    0.564    0.579     17.550     10.480     17.700     10.570
    1.242    0.196    4.829    2.736    0.409    3.812     17.700     10.570     20.100     11.600
    2.732    0.118    4.065    1.242    0.196    4.829     17.700     13.680     20.400     12.820
    2.736    0.409    3.812    5.786    0.292    0.321     18.000      9.010     18.900      8.490
    5.046    0.607    1.211    0.685    0.546    5.332     18.150     18.100     18.750     18.100
