# segment file written by condition_segs: version 05/07/22
# some SrTiO3 data from http://mimp.materials.cmu.edu/~gr20/Grain_Boundary_Data_Archive/SrTiO3_1/SrT
# comment: Some SrTiO3 data from the Grain_Boundary_Data_Archive                                               
#   phi1     PHI      phi2     phi1     PHI      phi2        x1         y1         x2         y2 
    4.963    0.751    1.722    4.741    0.267    1.210     47.550     20.700     49.050     22.950
    5.162    0.588    0.506    4.257    0.772    1.607     47.700      1.210     47.850      1.130
    2.000    0.565    4.559    3.818    0.300    2.961     47.700      9.180     48.750      9.440
    5.568    0.380    0.613    1.768    0.260    4.423     47.700     26.330     48.600     26.330
    2.000    0.565    4.559    6.231    0.624    6.001     48.150      7.190     48.750      8.920
    6.231    0.624    6.001    6.162    0.347    0.796     48.150      7.190     49.500      6.580
    0.302    0.586    0.148    2.322    0.489    3.855     48.450     18.100     48.750     19.310
    2.322    0.489    3.855    1.239    0.198    5.415     48.450     18.100     48.900     17.490
    4.963    0.751    1.722    5.568    0.380    0.613     48.450     23.470     48.900     23.210
    3.399    0.230    2.262    1.230    0.401    4.995     48.600     15.420     49.350     14.640
    1.230    0.401    4.995    1.239    0.198    5.415     48.600     15.420     48.900     17.490
    5.568    0.380    0.613    1.848    0.403    4.316     48.600     26.330     49.050     25.030
    1.848    0.403    4.316    1.768    0.260    4.423     48.600     26.330     49.950     26.930
    1.848    0.403    4.316    1.768    0.260    4.423     49.950     26.930     50.400     26.330
    6.231    0.624    6.001    2.830    0.543    4.353     48.750      8.920     50.400      7.970
    2.000    0.565    4.559    2.830    0.543    4.353     48.750      8.920     48.750      9.440
    2.830    0.543    4.353    3.818    0.300    2.961     48.750      9.440     49.650     10.480
    2.322    0.489    3.855    4.741    0.267    1.210     48.750     19.310     49.800     19.050
    2.322    0.489    3.855    4.741    0.267    1.210     49.800     19.050     49.650     17.580
    1.230    0.401    4.995    2.322    0.489    3.855     48.900     17.490     49.650     17.580
    4.963    0.751    1.722    2.468    0.937    4.292     48.900     23.210     49.050     22.950
    2.468    0.937    4.292    5.568    0.380    0.613     48.900     23.210     49.050     25.030
    4.741    0.267    1.210    2.468    0.937    4.292     49.050     22.950     52.350     20.180
    2.468    0.937    4.292    1.848    0.403    4.316     49.050     25.030     50.400     26.330
    5.111    0.205    0.834    4.788    1.048    1.146     49.350      0.430     49.500      0.350
    3.399    0.230    2.262    3.592    0.390    2.598     49.350     14.640     49.800     13.160
    3.592    0.390    2.598    1.230    0.401    4.995     49.350     14.640     52.350     14.120
    5.111    0.205    0.834    6.231    0.624    6.001     49.500      6.580     50.550      7.190
    3.818    0.300    2.961    5.160    0.693    1.168     49.500     12.300     48.900     11.090
    3.818    0.300    2.961    5.160    0.693    1.168     48.900     11.090     49.650     10.480
    3.399    0.230    2.262    5.160    0.693    1.168     49.500     12.300     49.800     12.820
    2.830    0.543    4.353    5.160    0.693    1.168     49.650     10.480     50.100     10.570
    4.741    0.267    1.210    1.230    0.401    4.995     49.650     17.580     52.500     17.490
    5.160    0.693    1.168    2.469    0.600    4.208     49.800     12.820     51.750     12.380
    2.469    0.600    4.208    3.399    0.230    2.262     49.800     12.820     49.800     13.160
    3.592    0.390    2.598    2.469    0.600    4.208     49.800     13.160     52.350     13.600
    5.160    0.693    1.168    2.321    1.004    3.963     50.100     10.570     51.450     11.340
    5.160    0.693    1.168    2.321    1.004    3.963     51.450     11.340     52.050     10.310
    2.321    1.004    3.963    2.830    0.543    4.353     50.100     10.570     51.900     10.050
    5.111    0.205    0.834    0.583    0.380    4.934     50.400      0.350     50.550      0.430
    2.830    0.543    4.353    4.093    0.358    2.398     50.400      7.970     51.600      8.490
    4.093    0.358    2.398    6.231    0.624    6.001     50.400      7.970     50.550      7.190
    2.468    0.937    4.292    1.768    0.260    4.423     50.400     26.330     53.400     26.670
    4.093    0.358    2.398    5.111    0.205    0.834     50.550      7.190     52.200      6.580
    4.093    0.358    2.398    5.111    0.205    0.834     52.200      6.580     53.250      7.190
    2.830    0.543    4.353    3.160    0.577    3.890     51.600      8.490     51.900     10.050
    3.160    0.577    3.890    4.093    0.358    2.398     51.600      8.490     53.400      8.490
    4.701    0.365    2.112    1.834    0.758    4.044     51.600     41.400     52.500     40.360
    4.701    0.365    2.112    1.834    0.758    4.044     52.500     40.360     51.900     39.660
    4.701    0.365    2.112    1.834    0.758    4.044     51.900     39.660     52.800     38.800
    4.701    0.365    2.112    1.834    0.758    4.044     52.800     38.800     52.800     36.200
    1.834    0.758    4.044    0.204    0.746    0.286     51.600     41.400     53.100     42.780
    2.469    0.600    4.208    2.436    0.954    4.237     51.750     12.380     51.900     12.820
    2.436    0.954    4.237    5.160    0.693    1.168     51.750     12.380     51.900     12.820
    2.321    1.004    3.963    3.160    0.577    3.890     51.900     10.050     52.050     10.310
    5.160    0.693    1.168    2.469    0.600    4.208     51.900     12.820     52.050     12.900
    5.160    0.693    1.168    3.160    0.577    3.890     52.050     10.310     53.850     10.480
    5.160    0.693    1.168    2.469    0.600    4.208     52.350     13.080     52.500     13.160
    2.468    0.937    4.292    4.034    0.362    2.157     52.350     20.180     53.400     20.090
    4.034    0.362    2.157    4.741    0.267    1.210     52.350     20.180     53.100     18.880
    1.230    0.401    4.995    5.695    0.654    0.751     52.500     14.200     52.500     14.900
    5.695    0.654    0.751    2.276    0.689    3.940     52.500     14.900     53.550     16.710
    1.230    0.401    4.995    2.276    0.689    3.940     52.500     14.900     52.500     16.800
    1.230    0.401    4.995    0.330    0.749    5.794     52.500     16.800     52.500     17.490
    0.330    0.749    5.794    2.276    0.689    3.940     52.500     16.800     53.550     16.710
    0.330    0.749    5.794    4.741    0.267    1.210     52.500     17.490     53.100     17.840
    1.768    0.260    4.423    1.834    0.758    4.044     52.800     36.200     54.150     35.420
    5.160    0.693    1.168    5.782    0.811    0.319     53.100     12.820     53.400     12.300
    4.741    0.267    1.210    4.245    0.544    2.428     53.100     17.840     53.100     18.880
    4.245    0.544    2.428    0.330    0.749    5.794     53.100     17.840     53.850     17.750
    4.034    0.362    2.157    4.245    0.544    2.428     53.100     18.880     54.150     19.140
    0.204    0.746    0.286    5.666    0.745    0.486     53.100     42.780     53.100     42.950
    5.666    0.745    0.486    1.834    0.758    4.044     53.100     42.780     53.400     42.780
    4.093    0.358    2.398    4.000    0.479    2.565     53.250      7.190     53.550      7.880
    4.000    0.479    2.565    5.111    0.205    0.834     53.250      7.190     54.300      6.060
    3.160    0.577    3.890    5.643    0.738    0.289     53.400      8.490     54.450      9.440
    5.643    0.738    0.289    4.093    0.358    2.398     53.400      8.490     53.550      7.880
    5.160    0.693    1.168    2.042    0.619    3.516     53.400     12.300     53.550     12.040
    2.042    0.619    3.516    5.782    0.811    0.319     53.400     12.300     53.550     12.380
    5.782    0.811    0.319    4.539    0.716    1.142     53.400     12.820     53.550     12.380
    4.034    0.362    2.157    1.376    0.561    4.302     53.400     20.090     54.150     19.140
    1.376    0.561    4.302    2.468    0.937    4.292     53.400     20.090     55.800     20.610
    1.768    0.260    4.423    5.119    0.779    0.518     53.400     26.670     54.150     27.630
    5.119    0.779    0.518    2.468    0.937    4.292     53.400     26.670     54.750     26.930
    5.666    0.745    0.486    3.637    0.792    2.709     53.400     42.780     53.550     43.040
    3.637    0.792    2.709    1.834    0.758    4.044     53.400     42.780     54.000     42.780
    4.000    0.479    2.565    5.643    0.738    0.289     53.550      7.880     54.900      8.140
    2.042    0.619    3.516    4.539    0.716    1.142     53.550     12.380     53.850     12.380
    5.695    0.654    0.751    0.330    0.749    5.794     53.550     16.710     54.000     16.800
    2.327    0.422    4.558    4.539    0.716    1.142     53.850     12.380     54.000     12.820
    2.327    0.422    4.558    2.042    0.619    3.516     53.850     12.380     54.000     12.300
    0.330    0.749    5.794    3.890    0.818    2.329     53.850     17.750     54.000     16.800
    3.890    0.818    2.329    4.245    0.544    2.428     53.850     17.750     54.600     17.840
    3.946    0.707    2.179    5.160    0.693    1.168     54.000     10.570     54.150     11.000
    5.295    0.643    0.755    1.277    0.430    4.752     54.000     13.160     54.000     13.340
    3.890    0.818    2.329    5.695    0.654    0.751     54.000     16.800     54.150     16.710
    3.637    0.792    2.709    5.646    0.761    0.471     54.000     42.780     54.000     42.950
    5.646    0.761    0.471    1.834    0.758    4.044     54.000     42.780     54.600     42.780
    3.946    0.707    2.179    1.245    0.408    4.464     54.150     11.000     54.300     10.570
    1.245    0.408    4.464    5.160    0.693    1.168     54.150     11.000     54.300     11.090
    2.327    0.422    4.558    1.189    0.539    5.144     54.150     12.380     54.300     12.820
    5.695    0.654    0.751    1.041    0.273    4.980     54.150     14.640     54.300     14.720
    1.376    0.561    4.302    4.245    0.544    2.428     54.150     19.140     54.600     19.050
    5.119    0.779    0.518    3.918    0.623    3.057     54.150     27.630     54.750     26.930
    3.918    0.623    3.057    1.768    0.260    4.423     54.150     27.630     55.800     34.120
    1.768    0.260    4.423    1.843    0.759    4.824     54.150     35.420     54.600     35.160
    1.843    0.759    4.824    1.834    0.758    4.044     54.150     35.420     54.750     36.290
    1.843    0.759    4.824    1.834    0.758    4.044     54.750     36.290     54.600     35.160
    5.111    0.205    0.834    5.636    0.722    6.251     54.300      6.060     54.450      4.590
    5.111    0.205    0.834    5.636    0.722    6.251     54.450      4.590     55.350      4.240
    5.636    0.722    6.251    4.000    0.479    2.565     54.300      6.060     55.650      5.800
    5.643    0.738    0.289    5.690    0.526    1.266     54.450      9.440     55.050      8.920
    5.690    0.526    1.266    3.160    0.577    3.890     54.450      9.440     54.600      9.700
    1.245    0.408    4.464    2.436    0.395    3.996     54.600     10.570     54.600     10.740
    1.189    0.539    5.144    3.475    0.215    2.848     54.600     12.640     54.600     12.820
    3.087    1.010    3.470    1.041    0.273    4.980     54.600     14.200     54.600     14.380
    5.601    0.447    0.310    3.890    0.818    2.329     54.600     16.450     54.750     17.750
    4.245    0.544    2.428    2.585    0.970    3.972     54.600     17.840     54.600     19.050
    2.585    0.970    3.972    3.890    0.818    2.329     54.600     17.840     54.750     17.750
    2.585    0.970    3.972    1.376    0.561    4.302     54.600     19.050     55.800     20.610
    1.768    0.260    4.423    1.834    0.758    4.044     54.600     35.160     55.800     34.120
    5.646    0.761    0.471    5.422    0.925    0.421     54.600     42.780     54.600     42.950
    5.422    0.925    0.421    1.834    0.758    4.044     54.600     42.780     57.300     41.400
    5.601    0.447    0.310    2.585    0.970    3.972     54.750     17.750     56.850     17.750
    3.918    0.623    3.057    2.468    0.937    4.292     54.750     26.930     60.300     22.520
    4.000    0.479    2.565    5.352    0.166    1.658     54.900      8.140     56.100      6.060
    5.352    0.166    1.658    5.643    0.738    0.289     54.900      8.140     55.050      8.920
    1.659    0.726    5.188    2.436    0.395    3.996     54.900     10.570     55.050     11.000
    0.345    0.845    5.535    2.436    0.395    3.996     54.900     11.090     55.050     11.000
    3.783    0.807    2.325    3.475    0.215    2.848     54.900     12.300     55.050     12.380
    3.087    1.010    3.470    1.206    0.473    4.814     54.900     14.200     55.050     14.640
    3.087    1.010    3.470    1.679    0.688    4.848     54.900     14.720     55.050     14.640
    3.522    0.633    2.552    4.329    0.717    2.182     55.050      1.130     55.350      1.130
    5.352    0.166    1.658    5.690    0.526    1.266     55.050      8.920     55.650      8.920
    1.659    0.726    5.188    0.345    0.845    5.535     55.050     11.000     55.350     11.000
    1.206    0.473    4.814    1.679    0.688    4.848     55.050     14.640     55.350     14.640
    5.111    0.205    0.834    3.961    0.844    2.453     55.350      3.200     55.500      3.290
    5.690    0.526    1.266    1.659    0.726    5.188     55.350     10.480     55.500     10.570
    1.659    0.726    5.188    1.469    0.636    4.716     55.350     11.000     55.500     10.570
    1.469    0.636    4.716    0.345    0.845    5.535     55.350     11.000     55.500     11.090
    5.592    0.209    0.107    3.783    0.807    2.325     55.350     12.380     55.500     12.300
    1.787    0.524    3.805    2.252    0.342    4.645     55.350     13.420     55.500     13.160
    1.787    0.524    3.805    1.604    0.439    4.922     55.350     13.600     55.350     13.940
    1.787    0.524    3.805    1.206    0.473    4.814     55.350     14.120     55.350     14.640
    1.787    0.524    3.805    1.679    0.688    4.848     55.350     14.640     55.500     14.900
    1.469    0.636    4.716    5.690    0.526    1.266     55.500     10.570     55.650     10.480
    5.636    0.722    6.251    3.710    0.333    2.768     55.650      4.590     55.800      5.020
    5.352    0.166    1.658    1.787    0.524    3.805     55.650      8.920     57.450      8.230
    1.787    0.524    3.805    5.690    0.526    1.266     55.650      8.920     56.100     10.220
    1.469    0.636    4.716    3.007    0.324    2.604     55.650     11.000     55.800     10.570
    1.787    0.524    3.805    5.592    0.209    0.107     55.650     12.380     55.650     12.900
    5.601    0.447    0.310    1.787    0.524    3.805     55.800     15.240     56.400     15.760
    2.468    0.937    4.292    2.585    0.970    3.972     55.800     20.610     56.100     20.090
    3.918    0.623    3.057    1.834    0.758    4.044     55.800     34.120     56.250     35.250
    1.787    0.524    3.805    3.007    0.324    2.604     55.950     11.000     56.100     10.570
    3.710    0.333    2.768    0.534    0.348    0.160     56.100      4.850     56.100      5.020
    2.585    0.970    3.972    5.593    0.131    0.826     56.100     20.090     57.000     19.050
    5.593    0.131    0.826    2.468    0.937    4.292     56.100     20.090     57.600     20.610
    1.834    0.758    4.044    1.840    0.756    4.826     56.250     35.250     56.250     36.290
    1.834    0.758    4.044    1.840    0.756    4.826     56.250     36.290     57.000     35.680
    1.840    0.756    4.826    3.918    0.623    3.057     56.250     35.250     57.000     35.680
    2.485    0.630    3.945    0.534    0.348    0.160     56.400      4.500     56.550      4.590
    5.601    0.447    0.310    4.889    0.605    0.779     56.400     15.760     57.300     17.490
    4.889    0.605    0.779    1.787    0.524    3.805     56.400     15.760     59.100     15.760
    1.078    0.614    4.961    2.485    0.630    3.945     56.850      4.590     57.000      4.500
    5.601    0.447    0.310    1.442    0.794    5.138     56.850     17.750     57.300     17.490
    1.442    0.794    5.138    2.585    0.970    3.972     56.850     17.750     57.000     19.050
    1.442    0.794    5.138    5.593    0.131    0.826     57.000     19.050     57.600     20.610
    3.918    0.623    3.057    1.834    0.758    4.044     57.000     35.680     57.300     36.200
    1.078    0.614    4.961    3.131    0.751    3.472     57.150      4.590     57.300      5.020
    4.889    0.605    0.779    1.442    0.794    5.138     57.300     17.490     59.100     16.970
    3.918    0.623    3.057    0.620    0.419    5.781     57.300     36.200     59.250     36.980
    0.620    0.419    5.781    1.834    0.758    4.044     57.300     36.200     57.600     40.700
    1.834    0.758    4.044    3.823    0.657    1.929     57.300     41.400     57.600     40.700
    3.823    0.657    1.929    5.422    0.925    0.421     57.300     41.400     57.750     43.040
    1.442    0.794    5.138    2.468    0.937    4.292     57.600     20.610     58.050     20.870
    3.823    0.657    1.929    0.620    0.419    5.781     57.600     40.700     59.400     40.360
    3.715    0.501    1.844    4.545    0.330    2.114     57.900      6.580     58.050      6.670
    3.825    0.954    2.102    4.545    0.330    2.114     57.900      7.100     58.050      6.670
    3.825    0.954    2.102    3.715    0.501    1.844     58.050      6.670     58.350      6.670
    3.825    0.954    2.102    1.562    0.651    4.255     58.350      6.670     58.500      7.100
    1.562    0.651    4.255    3.715    0.501    1.844     58.350      6.670     58.500      6.580
    1.442    0.794    5.138    2.468    0.937    4.292     58.350     20.870     59.100     20.960
    4.889    0.605    0.779    2.647    0.739    4.363     59.100     15.760     59.100     16.970
    2.647    0.739    4.363    1.787    0.524    3.805     59.100     15.760     60.900     15.420
    2.647    0.739    4.363    1.442    0.794    5.138     59.100     16.970     60.450     17.230
    2.468    0.937    4.292    0.943    0.676    5.185     59.100     20.960     60.300     22.520
    0.943    0.676    5.185    1.442    0.794    5.138     59.100     20.960     61.800     19.920
    3.918    0.623    3.057    3.382    0.514    2.998     59.250     36.980     64.650     36.980
    3.382    0.514    2.998    0.620    0.419    5.781     59.250     36.980     59.400     40.360
    3.947    0.338    1.930    5.348    0.541    0.998     59.400      6.580     59.550      6.670
    5.348    0.541    0.998    6.045    0.664    0.541     59.400      7.100     59.550      6.670
    3.073    0.562    3.613    0.248    0.263    6.038     59.400      8.490     59.550      8.920
    5.829    0.560    6.130    1.787    0.524    3.805     59.400      9.700     59.550      9.790
    3.382    0.514    2.998    3.823    0.657    1.929     59.400     40.360     60.000     41.220
    3.947    0.338    1.930    6.045    0.664    0.541     59.550      6.670     59.850      6.670
    1.787    0.524    3.805    5.829    0.560    6.130     59.850      9.790     60.000      9.700
    3.823    0.657    1.929    3.879    0.769    1.628     60.000     41.220     58.950     43.040
    3.879    0.769    1.628    3.382    0.514    2.998     60.000     41.220     62.400     41.220
    3.918    0.623    3.057    0.943    0.676    5.185     60.300     22.520     61.500     22.000
    2.647    0.739    4.363    4.718    0.552    1.678     60.450     17.230     60.900     15.420
    4.718    0.552    1.678    1.442    0.794    5.138     60.450     17.230     61.800     19.920
    5.131    0.661    0.536    4.617    0.404    1.591     60.600      6.930     60.600      7.100
    1.439    0.290    4.342    1.461    0.345    5.543     60.600      8.490     60.600      8.660
    1.461    0.345    5.543    1.787    0.524    3.805     60.600      9.180     64.200     11.260
    1.461    0.345    5.543    4.617    0.404    1.591     60.900      7.100     61.050      6.670
    1.787    0.524    3.805    4.718    0.552    1.678     60.900     15.420     63.750     13.600
    2.492    0.488    4.334    3.456    0.145    4.005     61.350      4.590     61.500      4.500
    3.918    0.623    3.057    5.841    0.469    6.078     61.500     22.000     68.250     29.010
    5.841    0.469    6.078    0.943    0.676    5.185     61.500     22.000     62.100     20.090
    0.943    0.676    5.185    4.718    0.552    1.678     61.800     19.920     62.100     20.090
    4.718    0.552    1.678    5.841    0.469    6.078     62.100     20.090     68.550     18.790
    1.461    0.345    5.543    0.289    0.532    5.927     62.400      6.060     62.550      6.150
    3.879    0.769    1.628    4.156    0.200    3.346     62.400     41.220     64.200     42.780
    4.156    0.200    3.346    3.382    0.514    2.998     62.400     41.220     65.100     40.180
    1.461    0.345    5.543    3.527    0.573    2.337     63.600      7.100     64.200      7.100
    3.527    0.573    2.337    0.990    0.555    5.546     63.750      6.670     64.050      6.670
    3.879    0.769    1.628    0.456    0.154    5.358     64.200     42.780     63.750     43.040
    0.456    0.154    5.358    4.156    0.200    3.346     64.200     42.780     64.650     42.700
    3.918    0.623    3.057    0.365    0.429    5.807     64.650     36.980     66.450     35.250
    0.365    0.429    5.807    3.382    0.514    2.998     64.650     36.980     65.400     39.320
    4.156    0.200    3.346    2.681    0.422    4.129     64.650     42.700     65.850     40.960
    2.681    0.422    4.129    0.456    0.154    5.358     64.650     42.700     64.650     43.040
    4.156    0.200    3.346    0.910    0.923    5.833     65.100     40.180     65.850     40.960
    0.910    0.923    5.833    3.382    0.514    2.998     65.100     40.180     65.400     39.320
    5.761    0.233    6.031    1.461    0.345    5.543     65.400      7.100     65.550      7.190
    5.840    0.763    1.071    4.390    0.298    1.767     65.400     12.820     65.700     12.820
    0.365    0.429    5.807    0.910    0.923    5.833     65.400     39.320     67.200     39.840
    5.840    0.763    1.071    1.838    0.777    4.277     65.700     13.160     65.850     13.080
    1.860    1.207    4.472    3.632    0.966    2.207     65.850     11.000     66.150     11.000
    2.681    0.422    4.129    0.910    0.923    5.833     65.850     40.960     66.150     40.960
    5.152    0.843    0.928    5.157    0.655    1.785     66.150      9.960     66.150     10.310
    5.152    0.843    0.928    3.632    0.966    2.207     66.150     10.480     66.150     11.000
    5.152    0.843    0.928    1.860    1.207    4.472     66.150     11.000     66.300     11.090
    2.351    1.024    3.910    1.860    1.207    4.472     66.150     11.340     66.300     11.090
    2.681    0.422    4.129    4.750    0.724    1.756     66.150     40.960     66.750     42.000
    4.750    0.724    1.756    0.910    0.923    5.833     66.150     40.960     67.200     39.840
    2.351    1.024    3.910    5.152    0.843    0.928     66.300     11.090     66.600     11.260
    0.365    0.429    5.807    3.269    0.567    3.205     66.450     35.250     70.650     36.460
    3.269    0.567    3.205    3.918    0.623    3.057     66.450     35.250     68.100     31.870
    2.681    0.422    4.129    2.143    0.542    4.840     66.750     42.000     65.850     43.040
    2.143    0.542    4.840    4.750    0.724    1.756     66.750     42.000     67.200     41.920
    5.293    0.823    0.380    5.152    0.843    0.928     66.900      9.180     67.350      9.270
    0.365    0.429    5.807    4.750    0.724    1.756     67.200     39.840     67.950     40.440
    4.750    0.724    1.756    2.451    0.846    4.032     67.200     41.920     67.950     40.440
    2.451    0.846    4.032    2.143    0.542    4.840     67.200     41.920     68.400     42.950
    2.451    0.846    4.032    0.365    0.429    5.807     67.950     40.440     69.750     39.580
    1.545    0.458    5.043    3.918    0.623    3.057     68.100     31.870     68.250     29.010
    3.269    0.567    3.205    1.545    0.458    5.043     68.100     31.870     70.650     31.260
    1.681    0.730    5.196    5.152    0.843    0.928     68.250      8.920     68.400      9.010
    5.152    0.843    0.928    4.718    0.552    1.678     68.250     14.120     70.650     15.680
    1.545    0.458    5.043    5.841    0.469    6.078     68.250     29.010     70.650     28.670
    2.451    0.846    4.032    1.537    1.086    4.626     68.400     42.950     69.750     42.700
    1.537    1.086    4.626    2.143    0.542    4.840     68.400     42.950     68.250     43.040
    4.718    0.552    1.678    0.175    0.820    5.488     68.550     18.790     70.650     16.710
    0.175    0.820    5.488    5.841    0.469    6.078     68.550     18.790     70.650     19.140
    3.232    0.386    2.998    2.178    0.835    4.702     69.750      6.670     69.900      7.100
    0.365    0.429    5.807    0.283    0.298    5.604     69.750     39.580     70.650     38.880
    0.283    0.298    5.604    2.451    0.846    4.032     69.750     39.580     70.650     40.100
    2.451    0.846    4.032    4.214    0.795    1.418     69.750     42.700     70.650     40.960
    4.214    0.795    1.418    1.537    1.086    4.626     69.750     42.700     70.050     43.040
    2.178    0.835    4.702    3.033    0.525    3.830     70.200      6.930     70.200      7.100
    3.033    0.525    3.830    4.856    0.270    0.883     70.350      6.670     70.650      6.670
    2.433    0.540    3.075    1.865    0.761    4.672      0.000      1.210      0.900      0.690
    0.524    0.494    5.879    2.433    0.540    3.075      0.000      2.250      0.900      1.390
    1.724    0.683    5.244    1.729    0.682    4.454      0.000      3.810      1.350      3.720
    1.724    0.683    5.244    1.729    0.682    4.454      1.350      3.720      0.450      3.200
    3.117    0.264    3.315    1.724    0.683    5.244      0.000      4.330      1.650      6.150
    3.117    0.264    3.315    0.627    0.887    5.659      0.000      7.100      0.900      7.450
    0.627    0.887    5.659    3.781    0.575    2.989      0.000      9.180      1.350      9.270
    3.781    0.575    2.989    0.668    0.547    5.189      0.000     13.860      2.400     12.300
    4.446    0.723    2.293    0.668    0.547    5.189      0.000     15.240      1.500     14.720
    4.446    0.723    2.293    2.322    1.005    3.980      0.000     15.930      1.950     15.680
    2.322    1.005    3.980    0.012    0.511    6.012      0.000     20.090      0.900     20.440
    0.012    0.511    6.012    3.525    0.395    2.956      0.000     21.650      1.050     20.870
    3.525    0.395    2.956    1.928    0.767    4.157      0.000     23.730      1.500     23.730
    1.928    0.767    4.157    0.742    0.200    5.852      0.000     25.810      0.300     26.330
    1.860    0.473    4.656    1.961    0.514    3.560      0.000     32.390      0.450     32.300
    3.428    0.568    2.316    1.860    0.473    4.656      0.000     34.470      0.900     34.990
    3.428    0.568    2.316    1.670    0.415    4.029      0.000     37.240      0.750     38.360
    6.244    0.837    0.397    1.670    0.415    4.029      0.000     39.660      0.150     39.580
    1.111    0.121    5.020    3.981    0.899    2.344      0.000     42.260      0.300     42.440
    1.961    0.514    3.560    5.178    0.872    1.073      0.150     29.010      1.350     27.970
    6.244    0.837    0.397    1.754    0.679    5.081      0.150     40.100      0.300     39.660
    1.729    0.682    4.454    0.524    0.494    5.879      0.300      3.290      0.450      3.200
    3.981    0.899    2.344    1.754    0.679    5.081      0.300     40.180      0.600     39.660
    0.524    0.494    5.879    1.724    0.683    5.244      0.450      3.200      2.100      2.420
    1.403    0.603    5.527    5.178    0.872    1.073      0.450     27.110      1.350     27.970
    1.961    0.514    3.560    6.274    1.265    0.058      0.450     32.300      2.100     31.350
    6.274    1.265    0.058    1.860    0.473    4.656      0.450     32.300      1.500     32.390
    1.052    0.546    5.959    1.670    0.415    4.029      0.450     39.400      0.750     38.360
    1.052    0.546    5.959    1.754    0.679    5.081      0.450     39.580      0.600     39.660
    1.403    0.603    5.527    1.928    0.767    4.157      0.600     26.670      1.350     26.410
    3.981    0.899    2.344    1.052    0.546    5.959      0.600     39.660      2.250     40.100
    1.052    0.546    5.959    3.428    0.568    2.316      0.750     38.360      1.500     36.200
    2.433    0.540    3.075    0.802    0.310    6.122      0.900      0.690      0.900      1.390
    0.802    0.310    6.122    1.865    0.761    4.672      0.900      0.690      1.650      0.090
    0.802    0.310    6.122    0.524    0.494    5.879      0.900      1.390      2.250      1.990
    0.627    0.887    5.659    1.326    0.600    5.493      0.900      7.450      1.350      9.270
    1.326    0.600    5.493    3.117    0.264    3.315      0.900      7.450      1.350      7.360
    0.012    0.511    6.012    4.879    0.403    0.952      0.900     20.440      1.050     20.870
    4.879    0.403    0.952    2.322    1.005    3.980      0.900     20.440      2.250     19.140
    3.428    0.568    2.316    3.863    0.799    2.704      0.900     34.990      1.500     36.200
    3.863    0.799    2.704    1.860    0.473    4.656      0.900     34.990      1.950     34.380
    3.525    0.395    2.956    4.879    0.403    0.952      1.050     20.870      1.500     20.960
    3.117    0.264    3.315    5.051    0.683    1.730      1.350      7.360      1.650      6.150
    5.051    0.683    1.730    1.326    0.600    5.493      1.350      7.360      2.550      8.230
    3.781    0.575    2.989    1.326    0.600    5.493      1.350      9.270      1.500      9.530
    1.403    0.603    5.527    2.411    0.904    4.290      1.350     26.410      1.950     26.590
    2.411    0.904    4.290    1.928    0.767    4.157      1.350     26.410      2.100     24.080
    1.961    0.514    3.560    1.403    0.603    5.527      1.350     27.970      2.100     27.890
    3.781    0.575    2.989    1.276    0.602    4.728      1.500      9.530      2.400     10.050
    1.276    0.602    4.728    1.326    0.600    5.493      1.500      9.530      2.550      8.920
    4.446    0.723    2.293    4.952    0.613    1.014      1.500     14.720      1.950     15.680
    4.952    0.613    1.014    0.668    0.547    5.189      1.500     14.720      2.400     13.860
    3.525    0.395    2.956    3.024    0.527    3.593      1.500     20.960      1.950     21.740
    3.024    0.527    3.593    4.879    0.403    0.952      1.500     20.960      2.700     20.610
    3.525    0.395    2.956    0.020    0.509    5.486      1.500     23.730      1.950     21.740
    0.020    0.509    5.486    1.928    0.767    4.157      1.500     23.730      2.100     24.080
    1.860    0.473    4.656    4.726    0.754    1.390      1.500     32.390      1.950     34.380
    4.726    0.754    1.390    6.274    1.265    0.058      1.500     32.390      2.100     31.350
    3.863    0.799    2.704    1.052    0.546    5.959      1.500     36.200      2.550     34.900
    5.051    0.683    1.730    1.724    0.683    5.244      1.650      6.150      3.450      6.670
    4.952    0.613    1.014    2.322    1.005    3.980      1.950     15.680      2.400     16.280
    0.020    0.509    5.486    3.024    0.527    3.593      1.950     21.740      3.300     21.130
    2.411    0.904    4.290    2.659    0.480    4.285      1.950     26.590      3.150     25.550
    2.659    0.480    4.285    1.403    0.603    5.527      1.950     26.590      2.100     27.890
    4.726    0.754    1.390    3.863    0.799    2.704      1.950     34.380      2.550     34.900
    2.411    0.904    4.290    0.020    0.509    5.486      2.100     24.080      3.150     25.550
    2.659    0.480    4.285    1.961    0.514    3.560      2.100     27.890      2.700     28.750
    4.726    0.754    1.390    1.961    0.514    3.560      2.100     31.350      2.400     31.000
    4.879    0.403    0.952    0.879    0.902    5.851      2.250     19.140      2.700     19.400
    0.879    0.902    5.851    2.322    1.005    3.980      2.250     19.140      2.400     16.800
    0.802    0.310    6.122    2.318    0.988    4.164      2.400      1.910      3.300      1.390
    0.802    0.310    6.122    2.318    0.988    4.164      3.300      1.390      3.150      0.090
    3.781    0.575    2.989    1.285    0.747    4.731      2.400     12.300      2.550     10.480
    1.285    0.747    4.731    0.668    0.547    5.189      2.400     12.300      2.850     12.380
